name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,RHEUMATOLOGY,SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),UROLOGY,VASCULAR SURGERY,id
,31 Markwell Street,Kingaroy,Queensland,4610,07 4162 1444,-26.543051,151.836891,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP761
Country SA,Bay Road,Victor Harbor,South Australia,5211,08 8552 0500,-35.561171,138.606447,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP762
South Eastern NSW,4 Virginia Drive,Bega,New South Wales,2550,02 6491 9999,-36.68905,149.858549,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP763
,Corner of Princes Highway and Heatherton Road,Noble Park,Victoria,3174,03 9549 6655,-37.966243,145.191922,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP764
Gippsland,87 Station Road,Foster,Victoria,3960,03 5683 9777,-38.658319,146.207031,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP765
,24 Beach Street,Curl Curl,New South Wales,2096,02 9905 3667,-33.775143,151.291425,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP766
,76 South Terrace,South Perth,Western Australia,6952,08 9367 0222,-31.988465,115.862816,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP767
Western Victoria,9 Robinson Street,Camperdown,Victoria,3260,03 5593 7300,-38.237101,143.137714,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP768
Western Victoria,Ryot Street,Warrnambool,Victoria,3280,03 5563 1666,-38.380085,142.472977,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP769
Country WA,Coolgardie Road (Great Eastern Highway),Southern Cross,Western Australia,6426,08 9081 2222,-31.230709,119.337829,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP770
,93-95 Bowral Street,Bowral,New South Wales,2576,02 4862 9400,-34.484223,150.422882,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP771
Country SA,19 Waterloo Bay Road,Yorketown,South Australia,5576,08 8852 1200,-35.020989,137.604939,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP772
,"Level 1, 98 Marine Parade",Southport,Queensland,4215,07 5555 7800,-27.96245,153.413046,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP773
,66 Bryants Road,Loganholme,Queensland,4129,07 3801 2220,-27.662981,153.17828,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP774
,24 Spendelove Avenue,Southport,Queensland,4215,07 5503 0911,-27.973494,153.4084,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP775
,32 Payneham Road,Stepney,South Australia,5069,08 8130 1100,-34.913521,138.624987,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP776
"Central Queensland, Wide Bay and Sunshine Coast",Woodbine Street,Springsure,Queensland,4722,07 4984 1200,-24.120122,148.084762,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP777
Nepean Blue Mountains,7-9 Huntley Grange Road,Springwood,New South Wales,2777,02 4751 0300,-33.690486,150.571129,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP778
,350 South Terrace,Adelaide,South Australia,5000,08 8408 2111,-34.934224,138.614963,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP779
,Corner of Roderick and Pring Streets,Ipswich,Queensland,4305,07 3816 9999,-27.618799,152.763079,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP780
,280 North Street,Toowoomba,Queensland,4350,07 4646 3000,-27.539156,151.933665,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP781
,457 Wickham Terrace,Spring Hill,Queensland,4000,07 3834 4444,-27.461224,153.021011,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP782
Central and Eastern Sydney,30 Gray Street,Kogarah,New South Wales,2217,02 9113 1111,-33.966969,151.133776,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP783
Western Queensland,1 Victoria Street,St George,Queensland,4487,07 4620 2222,-28.0272,148.592683,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP784
,1 South Street,Kogarah,New South Wales,2217,02 9598 5555,-33.966952,151.136055,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP785
Eastern Melbourne,283 Cotham Road,Kew,Victoria,3101,03 9816 0444,-37.809085,145.052585,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP786
Tasmania,Circassion Street,St Helens,Tasmania,7216,03 6387 5570,-41.323159,148.248814,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP787
,186 Macquarie Street,Hobart,Tasmania,7000,03 6221 6444,-42.886839,147.325791,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP788
,101 Drummond Street North,Ballarat,Victoria,3350,03 5320 2111,-37.558544,143.847406,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP789
,133-145 Lily Street,Bendigo,Victoria,3550,03 5434 3434,-36.762043,144.263298,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP790
,75 Kangan Drive,Berwick,Victoria,3806,03 8784 5000,-38.034499,145.344974,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP791
,Corner of Roberston Drive and Bussell Highway,Bunbury,Western Australia,6230,08 9722 1600,-33.365947,115.648869,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP792
,13 Grantham Street,Burwood,New South Wales,2134,02 9715 9200,-33.869832,151.100538,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP793
,255-265 Cranbourne Road,Frankston,Victoria,3199,03 9788 3333,-38.153035,145.155926,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP794
,80 Myers Street,Geelong,Victoria,3220,03 5226 8888,-38.151567,144.357679,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP795
,12 Hermitage Street,Geraldton,Western Australia,6530,08 9965 8888,-28.784383,114.616439,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP796
,1 Clayton Street,Midland,Western Australia,6056,08 9462 4500,-31.894611,116.00748,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP797
Perth North,1 Clayton Street,Midland,Western Australia,6056,08 9462 4000,-31.894832,116.008852,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP798
,Thirlmere Road,Mount Lawley,Western Australia,6050,08 9370 9222,-31.936721,115.884926,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP799
,100 Murdoch Drive,Murdoch,Western Australia,6150,08 9366 1111,-32.067919,115.844659,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP800
,1480 Heatherton Road,Dandenong,Victoria,3175,03 8793 9444,-37.970226,145.213143,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP801
,177 Grose Vale Road,North Richmond,New South Wales,2754,02 4570 6100,-33.591946,150.702473,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP802
,12 Salvado Road,Subiaco,Western Australia,6008,08 9382 6111,-31.941246,115.826282,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP803
,136 Botanic Road,Warrnambool,Victoria,3280,03 5564 0600,-38.371405,142.478749,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP804
Western Sydney,Normanby Road,Auburn,New South Wales,2144,02 9649 8941,-33.848659,151.028339,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP805
,18 Roslyn Street,Potts Point,New South Wales,2011,02 9356 0200,-33.874188,151.225836,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP806
Adelaide,65 Military Road,Semaphore,South Australia,5019,08 8242 9111,-34.846418,138.480466,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP807
Tasmania,Gardiners Creek Road,St Marys,Tasmania,7215,03 6387 5555,-41.576062,148.181244,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP808
,1 Medical Place,Urraween,Queensland,4655,07 4120 1200,-25.299851,152.823273,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP809
Central and Eastern Sydney,390 Victoria Street,Darlinghurst,New South Wales,2010,02 8382 1111,-33.879692,151.221125,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP810
North Western Melbourne,41 Victoria Parade,Fitzroy,Victoria,3065,03 9288 2211,-37.806545,144.975231,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP811
,20 Dalley Street,Lismore,New South Wales,2480,02 6627 9600,-28.819949,153.287381,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP812
,411 Main Street,Kangaroo Point,Queensland,4169,07 3240 1111,-27.473334,153.03542,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP813
,159 Grey Street,East Melbourne,Victoria,3002,03 9928 6555,-37.811733,144.984164,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP814
,59-61 Victoria Parade,Fitzroy,Victoria,3065,03 9411 7111,-37.807993,144.976029,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP815
,5 Studley Avenue,Kew,Victoria,3101,03 9851 8888,-37.806567,145.023694,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP816
,22-36 Scott Street,Toowoomba,Queensland,4350,07 4690 4000,-27.565675,151.971551,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP817
,406 Victoria Street,Darlinghurst,New South Wales,2010,02 8382 7111,-33.880698,151.219462,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP818
Darling Downs and West Moreton,8 McGregor Terrace,Stanthorpe,Queensland,4380,07 4683 3400,-28.660927,151.928397,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP819
Perth North,Brockway Road,Mount Claremont,Western Australia,6010,08 9347 6960,-31.960937,115.788431,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP820
Western Victoria,27-29 Sloane Street,Stawell,Victoria,3380,03 5358 8500,-37.059577,142.781603,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP821
,20 Milan Terrace,Stirling,South Australia,5152,08 8339 0200,-35.007274,138.714859,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP822
Country SA,14 Alfred Place,Strathalbyn,South Australia,5255,08 8536 5333,-35.257674,138.893558,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP823
,3 Everton Road,Strathfield,New South Wales,2135,02 9745 7444,-33.872059,151.097544,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP824
Country SA,1 Flinders Drive,Streaky Bay,South Australia,5680,08 8626 1009,-32.792776,134.217524,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP825
,"Suite 9, 1 Salvado Road",Subiaco,Western Australia,6008,08 6555 6599,-31.9434,115.826,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP826
North Western Melbourne,7 Macedon Street,Sunbury,Victoria,3429,03 9732 8600,-37.576998,144.732674,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP827
,245 McCullough Street,Sunnybank,Queensland,4109,07 3344 9444,-27.572541,153.061051,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP828
,Second Ave & Memorial Avenue,Maroochydore,Queensland,4558,07 5444 9033,-26.655373,153.096157,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP829
,10 King Street,Buderim,Queensland,4556,07 5479 0000,-26.657299,153.094955,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP830
"Central Queensland, Wide Bay and Sunshine Coast",6 Doherty Street,Birtinya,Queensland,4575,07 5202 0000,-26.74681,153.113812,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP831
,3 Doherty Street,Birtinya,Queensland,4575,07 5390 6000,-26.74422,153.114563,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP832
North Western Melbourne,176 Furlong Road,St Albans,Victoria,3021,03 8345 1333,-37.759179,144.816477,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP833
Western Queensland,Ivan Street,Surat,Queensland,4417,07 4626 5166,-27.156595,149.063787,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP834
,"Level 2, The Sutherland Hospital, The Kingsway",Caringbah,New South Wales,2229,02 9540 8555,-34.037931,151.114153,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP835
Central and Eastern Sydney,430 Kingsway,Caringbah,New South Wales,2229,02 9540 7111,-34.037288,151.115151,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP836
Murray,Monash Avenue,Nyah West,Victoria,3595,03 5030 2572,-35.186052,143.355428,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP837
Murray,48 Splatt Street,Swan Hill,Victoria,3585,03 5033 9300,-35.340588,143.556514,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP838
,185 Fox Valley Road,Wahroonga,New South Wales,2076,02 9487 9111,-33.733379,151.099874,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP839
Central and Eastern Sydney,High Street,Randwick,New South Wales,2031,02 9382 1111,-33.917179,151.238334,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP840
,"RPAH Medical Centre - Suite 106, 100 Carillon Avenue",Newtown,New South Wales,2042,02 9550 5600,-33.8912,151.1835,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP841
Central and Eastern Sydney,2 Chalmers Street,Surry Hills,New South Wales,2010,02 9293 3200,-33.884469,151.207811,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP842
Central and Eastern Sydney,8 Macquarie Street,Sydney,New South Wales,2000,02 9382 7111,-33.867929,151.212575,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP843
,40 Bigge Street,Liverpool,New South Wales,2170,02 9821 0333,-33.917876,150.927499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP844
Country SA,74 Princes Highway,Tailem Bend,South Australia,5260,08 8572 5800,-35.254803,139.452692,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP845
Murray,25 Barree Street,Tallangatta,Victoria,3700,02 6071 5200,-36.213705,147.183709,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP846
,2-6 Dean Street,Tamworth,New South Wales,2340,02 6766 1955,-31.077535,150.921764,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP847
Hunter New England and Central Coast,31 Dean Street,Tamworth,New South Wales,2340,02 6767 7700,-31.074079,150.924199,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP848
Country SA,15 Mill Street,Tanunda,South Australia,5352,08 8563 2398,-34.528082,138.960859,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP849
Darling Downs and West Moreton,15 Bilton Street,Tara,Queensland,4421,07 4678 7900,-27.273674,150.456368,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP850
Darling Downs and West Moreton,Miller Street,Taroom,Queensland,4420,07 4628 9900,-25.638818,149.798669,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP851
Tasmania,1614 Nubeena Road,Nubeena,Tasmania,7184,03 6250 9000,-43.096752,147.742831,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP852
