,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
630,630,Northeast Health Wangaratta,35-47 Green Street,Wangaratta,Victoria,3677,,357225111,Public,Public,Yes,,-36.354035,146.313889
631,631,Northern Beaches Hospital,105 Frenchs Forest Road (West),Frenchs Forest,New South Wales,2086,,291055000,Public,Public,Yes,,-33.750646,151.23377
632,632,Northern Yorke Peninsula Health Service (Wallaroo),1 Ernest Terrace,Wallaroo,South Australia,5556,,888230200,Public,Public,No,,-33.927738,137.636783
633,633,Northpark Private Hospital,Corner of Plenty and Greenhills Roads,Bundoora,Victoria,3083,,394680100,Private,Private,Yes,,-37.691208,145.061631
634,634,Northside Clinic,2 Greenwich Road,Greenwich,New South Wales,2065,,294333555,Private,Private,No,,-33.825156,151.188367
635,635,Northside Cremorne Clinic,3 Harrison Street,Cremorne,New South Wales,2090,,299098577,Private,Private,No,,-33.833425,151.222886
636,636,Northside Macarthur Clinic,92-96 Dumaresq Street,Campbelltown,New South Wales,2560,,246405555,Private,Private,No,,-34.071999,150.816958
637,637,Northside West Clinic,23-27 Lytton Street,Wentworthville,New South Wales,2145,,288332222,Private,Private,No,,-33.811188,150.974575
638,638,Norwest Private Hospital,11 Norbrik Drive,Bella Vista,New South Wales,2153,,288828882,Private,Private,Yes,,-33.744941,150.953608
639,639,Nowra Private Hospital,Weeroona Place,Nowra,New South Wales,2541,,244244700,Private,Private,No,,-34.893534,150.606551
640,640,Numurkah & District Health Service,2 Katamatite Road,Numurkah,Victoria,3636,,358620555,Public,Public,No,,-36.100001,145.443695
641,641,Nyngan Multi Purpose Service,Hospital Road,Nyngan,New South Wales,2825,,268351700,Public,Public,No,,-31.560024,147.208772
642,642,Oakey Hospital,Corner Beale and Fitzpatrick Streets,Oakey,Queensland,4401,,746914888,Public,Public,No,,-27.424079,151.719088
643,643,Oberon Multi Purpose Service,67-73 North Street,Oberon,New South Wales,2787,,263367200,Public,Public,No,,-33.705249,149.853596
644,644,Omeo District Health,12 Easton Street,Omeo,Victoria,3898,,351590100,Public,Public,No,,-37.098142,147.597321
645,645,Onslow Hospital,Second Avenue,Onslow,Western Australia,6710,,891843200,Public,Public,No,,-21.643238,115.115389
646,646,Orange Day Surgery Centre,60-62 McNamara Street,Orange,New South Wales,2800,,263603699,Private,Private,No,,-33.283027,149.102737
647,647,Orange Health Service,1530 Forest Road,Orange,New South Wales,2800,,263693000,Public,Public,Yes,,-33.317316,149.093953
648,648,Orbost Regional Health,104 Boundary Road,Orbost,Victoria,3888,,351546666,Public,Public,No,,-37.701844,148.464957
649,649,Oromax Day Surgery,"Level 3, 1 Hutt Street",Adelaide,South Australia,5000,,882323525,Private,Private,No,,-34.925331,138.611441
650,650,Orroroo and District Health Service,Pekina Road,Orroroo,South Australia,5431,,886581023,Public,Public,No,,-32.738519,138.607206
651,651,Orygen Inpatient Unit,35 Mavis Street,Footscray,Victoria,3011,,383457550,Public,Public,No,,-37.791926,144.886617
652,652,Osborne Park Hospital,Osborne Place,Stirling,Western Australia,6021,,893468000,Public,Public,Yes,,-31.885976,115.804717
653,653,Otway Health & Community Services [Apollo Bay],37-43 Mclachlan Street,Apollo Bay,Victoria,3233,,352378500,Public,Public,No,,-38.753853,143.664264
654,654,Oxford Day Surgery and Dermatology,"Suite 4, 1st Floor, 416-418 Oxford Street",Mount Hawthorn,Western Australia,6016,,861401000,Private,Private,No,,-31.922727,115.841536
655,655,Oxford Day Surgery Centre,54 Oxford Terrace,Unley,South Australia,5061,,883731755,Private,Private,Yes,,-34.949659,138.608408
656,656,Pacific Private Day Hospital,123 Nerang Street,Southport,Queensland,4215,,755566222,Private,Private,No,,-27.970407,153.407829
657,657,Pambula Hospital,Merimbola Street,Pambula,New South Wales,2549,,264958200,Public,Public,No,,-36.926316,149.879232
658,658,Paraburdoo Hospital,Lot 608 Rocklea Road,Paraburdoo,Western Australia,6754,,891598222,Public,Public,No,,-23.203031,117.670633
659,659,Parkside Cosmetic Surgery,7 Unley Road,Parkside,South Australia,5063,,883570300,Private,Private,No,,-34.941936,138.606952
660,660,Parkwynd Private Hospital,137 East Terrace,Adelaide,South Australia,5000,,882233294,Private,Private,No,,-34.928514,138.614276
661,661,Peak Hill Multipurpose Service,111 Newell Highway,Peak Hill,New South Wales,2869,,268617100,Public,Public,No,,-32.735907,148.199615
662,662,Peel Health Campus,110 Lakes Road,Mandurah,Western Australia,6210,,895318000,Public,Public,Yes,,-32.532573,115.763504
663,663,Pemberton Hospital,Railway Cresent,Pemberton,Western Australia,6260,,897764000,Public,Public,No,,-34.444875,116.031954
664,664,Peninsula Private Hospital Queensland,Corner of George and Florence Streets,Kippa-Ring,Queensland,4021,,738839300,Private,Private,No,,-27.230696,153.093087
665,665,Peninsula Private Hospital Victoria,525 McClelland Drive,Frankston,Victoria,3199,,397883466,Private,Private,Yes,,-38.157557,145.169552
666,666,Pennant Hills Day Surgery,361 Pennant Hills Rd,Pennant Hills,New South Wales,2120,,294810048,Private,Private,Yes,,-33.738295,151.074354
667,667,Penola War Memorial Hospital,18 Church Street,Penola,South Australia,5277,,887372311,Public,Public,No,,-37.382873,140.836465
668,668,Perfect Vision Day Surgery,3/25-29 Hunter Street,Hornsby,New South Wales,2077,,131340,Private,Private,Yes,,-33.70323,151.100259
669,669,Perth Children’s Hospital,15 Hospital Avenue,Nedlands,Western Australia,6009,,864562222,Public,Public,Yes,,-31.969503,115.817165
670,670,Perth Clinic,27-29 Havelock Street,West Perth,Western Australia,6005,,894814888,Private,Private,No,,-31.950874,115.843266
671,671,Peter MacCallum Cancer Centre,305 Grattan Street,Melbourne,Victoria,3000,,396561111,Public,Public,Yes,,-37.80001,144.956607
672,672,Peterborough Soldiers' Memorial Hospital,23 Hurlstone Street,Peterborough,South Australia,5422,,886510400,Public,Public,No,,-32.980786,138.830344
673,673,Pindara Day Procedure Centre,13 Carrara Street,Benowa,Queensland,4217,,755889588,Private,Private,Yes,,-28.008508,153.39373
674,674,Pindara Private Hospital,Allchurch Avenue,Benowa,Queensland,4217,,755889888,Private,Private,Yes,,-28.007076,153.393569
675,675,Pine Rivers Private Hospital,34 Dixon Street,Strathpine,Queensland,4500,,738817222,Private,Private,No,,-27.308361,152.994832
676,676,Pingelly Health Centre,Corner of Somerset St and Brown St,Pingelly,Western Australia,6308,,898872222,Public,Public,No,,-32.533042,117.089789
677,677,Pinnaroo Soldiers' Memorial Hospital,Bundey Terrace,Pinnaroo,South Australia,5304,,885779222,Public,Public,No,,-35.257499,140.902447
678,678,Plantagenet Hospital,Langton Road,Mount Barker,Western Australia,6324,,898921222,Public,Public,No,,-34.626092,117.654561
679,679,Port Augusta Hospital and Regional Health Services,71 Hospital Road,Port Augusta,South Australia,5700,,886687500,Public,Public,No,,-32.509417,137.776279
680,680,Port Broughton and District Hospital and Health Service,Bay Street,Port Broughton,South Australia,5522,,886352200,Public,Public,No,,-33.601287,137.934379
681,681,Port Kembla Hospital,89-91 Cowper Street,Warrawong,New South Wales,2502,,242238000,Public,Public,No,,-34.485923,150.881778
682,682,Port Lincoln Health Service,39 Oxford Terrace,Port Lincoln,South Australia,5606,,886832200,Public,Public,No,,-34.72408,135.850201
683,683,Port Macquarie Hospital,1-31 Wrights Road,Port Macquarie,New South Wales,2444,,265812000,Public,Public,Yes,,-31.452336,152.878304
684,684,Port Macquarie Private Hospital,Lake Road,Port Macquarie,New South Wales,2444,,265835655,Private,Private,No,,-31.442073,152.909375
685,685,Port Pirie Regional Health Service,Alexander Street,Port Pirie,South Australia,5540,,886384500,Public,Public,No,,-33.177339,138.005533
686,686,Portland District Health,Bentinck Street,Portland,Victoria,3305,,355210333,Public,Public,No,,-38.340713,141.606087
687,687,Portland Hospital,20 Green Street,Portland,New South Wales,2847,,263592666,Public,Public,No,,-33.358415,149.978565
688,688,Pregnancy Advisory Centre,21 Belmore Terrace,Woodville Park,South Australia,5011,,882433999,Public,Public,No,,-34.87999,138.542962
689,689,Prince of Wales Hospital,320-346 Barker Street,Randwick,New South Wales,2031,,293822222,Public,Public,Yes,,-33.918492,151.23938
690,690,Prince of Wales Private Hospital,Barker Street,Randwick,New South Wales,2031,,296504000,Private,Private,Yes,,-33.918492,151.238659
691,691,Princess Alexandra Hospital,199 Ipswich Road,Woolloongabba,Queensland,4102,,731762111,Public,Public,Yes,,-27.499402,153.033542
692,692,Proserpine Hospital,26-34 Taylor Street,Proserpine,Queensland,4800,,748139400,Public,Public,No,,-20.400017,148.584976
693,693,QEII Family Centre,129 Carruthers Street,Curtin,Australian Capital Territory,2605,,262052333,Public,Public,No,,-35.323284,149.079172
694,694,Quairading Hospital,Harris Street,Quairading,Western Australia,6383,,896451100,Public,Public,No,,-32.014481,117.402627
695,695,Queanbeyan Hospital,16 Erin Street,Queanbeyan,New South Wales,2620,,261507000,Public,Public,No,,-35.347685,149.232294
696,696,Queen Elizabeth Centre [Noble Park],53 Thomas Street,Noble Park,Victoria,3174,,395492777,Public,Public,No,,-37.972053,145.178285
697,697,Queen Elizabeth II Jubilee Hospital,Corner of Kessels and Troughton Roads,Coopers Plains,Queensland,4108,,732756111,Public,Public,Yes,,-27.559673,153.048852
698,698,Queensland Children’s Hospital,501 Stanley Street,South Brisbane,Queensland,4101,,730681111,Public,Public,Yes,,-27.484305,153.026717
699,699,Queensland Eye Hospital,55 Little Edward Street,Spring Hill,Queensland,4000,,732369844,Private,Private,No,,-27.4613,153.024547
700,700,Quilpie Hospital,30 Gyrica Street,Quilpie,Queensland,4480,,746560100,Public,Public,No,,-26.616519,144.274617
701,701,Quirindi Hospital,Nowland Street,Quirindi,New South Wales,2343,,267460200,Public,Public,No,,-31.500345,150.676621
702,702,Quorn Health Service,Hospital Road,Quorn,South Australia,5433,,886487888,Public,Public,No,,-32.350917,138.038138
703,703,Radiation Oncology Institute - Gosford,41 William Street,Gosford,New South Wales,2250,,243498000,Private,Private,Yes,,-33.427046,151.345848
704,704,Radiation Oncology Institute - The Sydney Adventist Hospital Wahroonga,185 Fox Valley Road,Wahroonga,New South Wales,2076,,294879300,Private,Private,Yes,,-33.733389,151.098606
705,705,Ravensthorpe Health Centre,Martin Street,Ravensthorpe,Western Australia,6346,,898382211,Public,Public,No,,-33.584918,120.045461
706,706,Redcliffe Hospital,Anzac Avenue,Redcliffe,Queensland,4020,,738837777,Public,Public,Yes,,-27.228269,153.105245
707,707,Redland Hospital,Weippin Street,Cleveland,Queensland,4163,,734883111,Public,Public,Yes,,-27.539992,153.251379
708,708,Renmark Paringa District Hospital,Ral Ral Avenue,Renmark,South Australia,5341,,885804100,Public,Public,No,,-34.164836,140.745205
709,709,Richmond Hospital,Gallagher Drive,Richmond,Queensland,4822,,747416100,Public,Public,No,,-20.738726,143.150471
710,710,Ringwood Private Hospital,36 Mt Dandenong Road,Ringwood,Victoria,3135,,388044000,Private,Private,No,,-37.811523,145.243629
711,711,Rivercity Private Hospital,401 Milton Road,Auchenflower,Queensland,4066,,,Private,Private,No,,-27.473491,152.995132
712,712,Riverina Day Surgery,2-8 Meurant Avenue,Wagga Wagga,New South Wales,2650,,269256256,Private,Private,Yes,,-35.120903,147.353809
713,713,Riverland General Hospital,Maddern Street,Berri,South Australia,5343,,885802400,Public,Public,No,,-34.276054,140.600984
714,714,Riverlands Drug and Alcohol Centre,Hunter Street,Lismore,New South Wales,2480,,266207600,Public,Public,No,,-28.80834,153.29112
715,715,Riverton District Soldiers' Memorial Hospital,23 Moorhouse Terrace,Riverton,South Australia,5412,,888472300,Public,Public,No,,-34.160353,138.742657
716,716,Robina Hospital,2 Bayberry Lane,Robina,Queensland,4226,,756686000,Public,Public,Yes,,-28.072198,153.377284
717,717,Robina Procedure Centre,"4110, Level 3, Robina Town Centre",Robina,Queensland,4230,,755927999,Private,Private,No,,-28.077603,153.3843
718,718,Robinvale District Health Services,128-132 Latje Road,Robinvale,Victoria,3549,,350518111,Public,Public,No,,-34.584146,142.781367
719,719,Rochester & Elmore District Health Service,1 Pascoe Street,Rochester,Victoria,3561,,354844400,Public,Public,No,,-36.366579,144.697751
720,720,Rockhampton Hospital,Canning Street,Rockhampton,Queensland,4700,,749206211,Public,Public,Yes,,-23.379525,150.494542
721,721,Rockingham General Hospital,Elanora Drive,Cooloongup,Western Australia,6168,,895994000,Public,Public,Yes,,-32.291359,115.770899
722,722,Roebourne Hospital,42-44 Hampton Street,Roebourne,Western Australia,6718,,891820200,Public,Public,No,,-20.776317,117.143955
723,723,Roma Hospital,197-234 Mcdowall Street,Roma,Queensland,4455,,746242700,Public,Public,No,,-26.568828,148.775846
724,724,Rosebud Hospital,1527 Point Nepean Road,Rosebud,Victoria,3939,,359860666,Public,Public,No,,-38.362168,144.884899
725,725,Rosebud SurgiCentre,1537 Point Nepean Road,Rosebud West,Victoria,3940,,359860500,Private,Private,Yes,,-38.361748,144.883554
726,726,Roxby Downs Health Service,16-28 Burgoyne Street,Roxby Downs,South Australia,5725,,886719020,Public,Public,No,,-30.562778,136.894261
727,727,Royal Adelaide Hospital,Port Road,Adelaide,South Australia,5000,,870740000,Public,Public,Yes,,-34.920973,138.587393
728,728,Royal Brisbane & Women's Hospital,Butterfield Street,Herston,Queensland,4006,,736468111,Public,Public,Yes,,-27.446972,153.027888
729,729,Royal Children's Hospital [Parkville],50 Flemington Road,Parkville,Victoria,3052,,393455522,Public,Public,Yes,,-37.794997,144.950859
730,730,Royal Darwin Hospital,Rocklands Drive,Tiwi,Northern Territory,810,,889228888,Public,Public,Yes,,-12.355806,130.881789
731,731,Royal Hobart Hospital,48 Liverpool Street,Hobart,Tasmania,7000,,362228308,Public,Public,Yes,,-42.880028,147.330136
732,732,Royal Hospital for Women,Barker Street,Randwick,New South Wales,2031,,293826111,Public,Public,Yes,,-33.919035,151.237938
733,733,Royal Melbourne Hospital [Parkville],300 Grattan Street,Parkville,Victoria,3050,,393427000,Public,Public,Yes,,-37.799259,144.956864
734,734,Royal Melbourne Hospital- Royal Park Campus,34-54 Poplar Road,Parkville,Victoria,3052,,383872000,Public,Public,Yes,,-37.778813,144.948049
735,735,Royal North Shore Hospital,1 Reserve Road,St Leonards,New South Wales,2065,,299267111,Public,Public,Yes,,-33.821312,151.189735
736,736,Royal Perth Hospital Wellington Street Campus,Wellington Street,Perth,Western Australia,6000,,892242244,Public,Public,Yes,,-31.954242,115.8663
737,737,Royal Prince Alfred Hospital,50 Missenden Road,Camperdown,New South Wales,2050,,295156111,Public,Public,Yes,,-33.889251,151.182926
738,738,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,57 - 59 Missenden Road,Camperdown,New South Wales,2050,,,Public,Public,No,,-33.88828,151.180707
739,739,Royal Rehabilitation Hospital,227-259 Morrison Road,Ryde,New South Wales,2112,,298071144,Public,Public,No,,-33.821772,151.107845
740,740,Royal Talbot Rehabilitation Centre [Kew],1 Yarra Boulevard,Kew,Victoria,3101,,394907500,Public,Public,No,,-37.789522,145.023715
741,741,Royal Women's Hospital [Parkville],20 Flemington Road,Parkville,Victoria,3052,,383452000,Public,Public,Yes,,-37.798772,144.954825
742,742,Rural Northwest Health [Hopetoun],12 Mitchell Place,Hopetoun,Victoria,3396,,350832000,Public,Public,No,,-35.732201,142.366411
743,743,Rural Northwest Health [Warracknabeal],18 Dimboola Road,Warracknabeal,Victoria,3393,,353961200,Public,Public,No,,-36.252614,142.381609
744,744,Ryde Hospital,Denistone Road,Eastwood,New South Wales,2122,,298587888,Public,Public,Yes,,-33.795482,151.089756
745,745,Rylstone Multi Purpose Service,24 Fitzgerald Street,Rylstone,New South Wales,2849,,263578100,Public,Public,No,,-32.804085,149.975652
746,746,Sacred Heart Hospice,170 Darlinghurst Road,Darlinghurst,New South Wales,2010,,283829444,Public,Public,No,,-33.880525,151.219237
747,747,San Day Surgery Hornsby,1A Northcote Road,Hornsby,New South Wales,2077,,294778888,Private,Private,Yes,,-33.701961,151.110612
748,748,Sandringham Hospital,193 Bluff Road,Sandringham,Victoria,3191,,390761000,Public,Public,No,,-37.961049,145.018157
749,749,Sarina Hospital,1 Hospital Street,Sarina,Queensland,4737,,749438777,Public,Public,No,,-21.421151,149.210268
750,750,Scone Hospital,Stafford Street,Scone,New South Wales,2337,,265402100,Public,Public,No,,-32.051525,150.876864
751,751,Selby Authorised Lodge,6 Lemnos Street,Shenton Park,Western Australia,6008,,,Public,Public,No,,-31.958204,115.80199
752,752,Seymour District Memorial Hospital,1 Brettoneaux Street,Seymour,Victoria,3660,,357936100,Public,Public,No,,-37.018384,145.138771
753,753,Shellharbour Hospital,15-17 Madigan Boulevarde,Mount Warrigal,New South Wales,2528,,242952500,Public,Public,Yes,,-34.558987,150.840947
754,754,Shepparton Private Hospital,20 Fitzgerald Street,Shepparton,Victoria,3630,,358321200,Private,Private,No,,-36.359183,145.410825
755,755,Shoalhaven Hospital,2 Shoalhaven Street,Nowra,New South Wales,2541,,244213111,Public,Public,Yes,,-34.868767,150.595736
756,756,Short Street Day Surgery,1/2 Short Street,Southport,Queensland,4215,,755284011,Private,Private,Yes,,-27.970813,153.416975
757,757,Singleton Hospital,Lot 20 Dangar Road,Singleton,New South Wales,2330,,265719222,Public,Public,No,,-32.567087,151.185736
758,758,Sir Charles Gairdner Hospital,Hospital Avenue,Nedlands,Western Australia,6009,,864573333,Public,Public,Yes,,-31.968291,115.815467
759,759,Smithton District Hospital,74 Brittons Road,Smithton,Tasmania,7330,,364789520,Public,Public,No,,-40.850159,145.129609
760,760,Snowtown Hospital and Health Service,South Terrace,Snowtown,South Australia,5520,,888650100,Public,Public,No,,-33.786936,138.212768
761,761,South Burnett Private Hospital,31 Markwell Street,Kingaroy,Queensland,4610,,741621444,Private,Private,No,,-26.543051,151.836891
762,762,South Coast District Hospital,Bay Road,Victor Harbor,South Australia,5211,,885520500,Public,Public,No,,-35.561171,138.606447
763,763,South East Regional Hospital,4 Virginia Drive,Bega,New South Wales,2550,,264919999,Public,Public,No,,-36.68905,149.858549
764,764,South Eastern Private,Corner of Princes Highway and Heatherton Road,Noble Park,Victoria,3174,,395496655,Private,Private,Yes,,-37.966243,145.191922
765,765,South Gippsland Hospital [Foster],87 Station Road,Foster,Victoria,3960,,356839777,Public,Public,No,,-38.658319,146.207031
766,766,South Pacific Private,24 Beach Street,Curl Curl,New South Wales,2096,,299053667,Private,Private,No,,-33.775143,151.291425
767,767,South Perth Hospital,76 South Terrace,South Perth,Western Australia,6952,,893670222,Private,Private,Yes,,-31.988465,115.862816
768,768,South West Healthcare [Camperdown],9 Robinson Street,Camperdown,Victoria,3260,,355937300,Public,Public,No,,-38.237101,143.137714
769,769,South West Healthcare [Warrnambool],Ryot Street,Warrnambool,Victoria,3280,,355631666,Public,Public,Yes,,-38.380085,142.472977
770,770,Southern Cross Hospital,Coolgardie Road (Great Eastern Highway),Southern Cross,Western Australia,6426,,890812222,Public,Public,No,,-31.230709,119.337829
771,771,Southern Highlands Private Hospital,93-95 Bowral Street,Bowral,New South Wales,2576,,248629400,Private,Private,No,,-34.484223,150.422882
772,772,Southern Yorke Peninsula Health Service (Yorketown),19 Waterloo Bay Road,Yorketown,South Australia,5576,,888521200,Public,Public,No,,-35.020989,137.604939
773,773,Southport Day Hospital,"Level 1, 98 Marine Parade",Southport,Queensland,4215,,755557800,Private,Private,No,,-27.96245,153.413046
774,774,Southside Endoscopy Centre,66 Bryants Road,Loganholme,Queensland,4129,,738012220,Private,Private,Yes,,-27.662981,153.17828
775,775,Spendelove Private Hospital,24 Spendelove Avenue,Southport,Queensland,4215,,755030911,Private,Private,Yes,,-27.973494,153.4084
776,776,SPORTSMED SA Hospital & Day Surgery,32 Payneham Road,Stepney,South Australia,5069,,881301100,Private,Private,No,,-34.913521,138.624987
777,777,Springsure Hospital,Woodbine Street,Springsure,Queensland,4722,,749841200,Public,Public,No,,-24.120122,148.084762
778,778,Springwood Hospital,7-9 Huntley Grange Road,Springwood,New South Wales,2777,,247510300,Public,Public,No,,-33.690486,150.571129
779,779,St Andrew's Hospital,350 South Terrace,Adelaide,South Australia,5000,,884082111,Private,Private,Yes,,-34.934224,138.614963
780,780,St Andrew's Ipswich Private Hospital,Corner of Roderick and Pring Streets,Ipswich,Queensland,4305,,738169999,Private,Private,Yes,,-27.618799,152.763079
781,781,St Andrew's Toowoomba Hospital,280 North Street,Toowoomba,Queensland,4350,,746463000,Private,Private,Yes,,-27.539156,151.933665
782,782,St Andrew's War Memorial Hospital,457 Wickham Terrace,Spring Hill,Queensland,4000,,738344444,Private,Private,Yes,,-27.461224,153.021011
783,783,St George Hospital NSW,30 Gray Street,Kogarah,New South Wales,2217,,291131111,Public,Public,Yes,,-33.966969,151.133776
784,784,St George Hospital Qld,1 Victoria Street,St George,Queensland,4487,,746202222,Public,Public,No,,-28.0272,148.592683
785,785,St George Private Hospital,1 South Street,Kogarah,New South Wales,2217,,295985555,Private,Private,Yes,,-33.966952,151.136055
786,786,St George's Health Service- Aged Care,283 Cotham Road,Kew,Victoria,3101,,398160444,Public,Public,Yes,,-37.809085,145.052585
787,787,St Helens District Hospital,Circassion Street,St Helens,Tasmania,7216,,363875570,Public,Public,No,,-41.323159,148.248814
788,788,St Helen's Private Hospital,186 Macquarie Street,Hobart,Tasmania,7000,,362216444,Private,Private,No,,-42.886839,147.325791
789,789,St John of God Ballarat Hospital,101 Drummond Street North,Ballarat,Victoria,3350,,353202111,Private,Private,Yes,,-37.558544,143.847406
790,790,St John of God Bendigo Hospital,133-145 Lily Street,Bendigo,Victoria,3550,,354343434,Private,Private,Yes,,-36.762043,144.263298
791,791,St John of God Berwick Hospital,75 Kangan Drive,Berwick,Victoria,3806,,387845000,Private,Private,Yes,,-38.034499,145.344974
792,792,St John of God Bunbury Hospital,Corner of Roberston Drive and Bussell Highway,Bunbury,Western Australia,6230,,897221600,Private,Private,Yes,,-33.365947,115.648869
793,793,St John of God Burwood Hospital,13 Grantham Street,Burwood,New South Wales,2134,,297159200,Private,Private,No,,-33.869832,151.100538
794,794,St John of God Frankston Rehabilitation Hospital,255-265 Cranbourne Road,Frankston,Victoria,3199,,397883333,Private,Private,No,,-38.153035,145.155926
795,795,St John of God Geelong Hospital,80 Myers Street,Geelong,Victoria,3220,,352268888,Private,Private,Yes,,-38.151567,144.357679
796,796,St John of God Geraldton Hospital,12 Hermitage Street,Geraldton,Western Australia,6530,,899658888,Private,Private,No,,-28.784383,114.616439
797,797,St John of God Midland Private Hospital,1 Clayton Street,Midland,Western Australia,6056,,894624500,Private,Private,No,,-31.894611,116.00748
798,798,St John of God Midland Public Hospital,1 Clayton Street,Midland,Western Australia,6056,,894624000,Public,Public,Yes,,-31.894832,116.008852
799,799,St John of God Mt Lawley Hospital,Thirlmere Road,Mount Lawley,Western Australia,6050,,893709222,Private,Private,Yes,,-31.936721,115.884926
800,800,St John of God Murdoch Hospital,100 Murdoch Drive,Murdoch,Western Australia,6150,,893661111,Private,Private,Yes,,-32.067919,115.844659
801,801,St John of God Pinelodge Clinic,1480 Heatherton Road,Dandenong,Victoria,3175,,387939444,Private,Private,No,,-37.970226,145.213143
802,802,St John of God Richmond Hospital,177 Grose Vale Road,North Richmond,New South Wales,2754,,245706100,Private,Private,No,,-33.591946,150.702473
803,803,St John of God Subiaco Hospital,12 Salvado Road,Subiaco,Western Australia,6008,,893826111,Private,Private,Yes,,-31.941246,115.826282
804,804,St John of God Warrnambool Hospital,136 Botanic Road,Warrnambool,Victoria,3280,,355640600,Private,Private,No,,-38.371405,142.478749
805,805,St Joseph's Hospital,Normanby Road,Auburn,New South Wales,2144,,296498941,Public,Public,No,,-33.848659,151.028339
806,806,St Luke's Hospital,18 Roslyn Street,Potts Point,New South Wales,2011,,293560200,Private,Private,No,,-33.874188,151.225836
807,807,St Margaret's Hospital,65 Military Road,Semaphore,South Australia,5019,,882429111,Public,Public,No,,-34.846418,138.480466
808,808,St Marys Community Health Centre,Gardiners Creek Road,St Marys,Tasmania,7215,,363875555,Public,Public,No,,-41.576062,148.181244
809,809,St Stephen's Hospital Hervey Bay,1 Medical Place,Urraween,Queensland,4655,,741201200,Private,Private,No,,-25.299851,152.823273
810,810,St Vincent’s Hospital [Darlinghurst],390 Victoria Street,Darlinghurst,New South Wales,2010,,283821111,Public,Public,Yes,,-33.879692,151.221125
811,811,St Vincent's Hospital [Fitzroy],41 Victoria Parade,Fitzroy,Victoria,3065,,392882211,Public,Public,Yes,,-37.806545,144.975231
812,812,St Vincents Private Hospital [Lismore],20 Dalley Street,Lismore,New South Wales,2480,,266279600,Private,Private,No,,-28.819949,153.287381
813,813,St Vincent's Private Hospital Brisbane,411 Main Street,Kangaroo Point,Queensland,4169,,732401111,Private,Private,Yes,,-27.473334,153.03542
814,814,St Vincent's Private Hospital East Melbourne,159 Grey Street,East Melbourne,Victoria,3002,,399286555,Private,Private,Yes,,-37.811733,144.984164
815,815,St Vincent's Private Hospital Fitzroy,59-61 Victoria Parade,Fitzroy,Victoria,3065,,394117111,Private,Private,Yes,,-37.807993,144.976029
816,816,St Vincent's Private Hospital Kew,5 Studley Avenue,Kew,Victoria,3101,,398518888,Private,Private,No,,-37.806567,145.023694
817,817,St Vincent's Private Hospital Toowoomba,22-36 Scott Street,Toowoomba,Queensland,4350,,746904000,Private,Private,Yes,,-27.565675,151.971551
818,818,St Vincent's Private Sydney,406 Victoria Street,Darlinghurst,New South Wales,2010,,283827111,Private,Private,Yes,,-33.880698,151.219462
819,819,Stanthorpe Hospital,8 McGregor Terrace,Stanthorpe,Queensland,4380,,746833400,Public,Public,No,,-28.660927,151.928397
820,820,State Forensic Mental Health Service,Brockway Road,Mount Claremont,Western Australia,6010,,893476960,Public,Public,No,,-31.960937,115.788431
821,821,Stawell Regional Health,27-29 Sloane Street,Stawell,Victoria,3380,,353588500,Public,Public,No,,-37.059577,142.781603
822,822,Stirling Hospital,20 Milan Terrace,Stirling,South Australia,5152,,883390200,Private,Private,No,,-35.007274,138.714859
823,823,Strathalbyn and District Health Service,14 Alfred Place,Strathalbyn,South Australia,5255,,885365333,Public,Public,No,,-35.257674,138.893558
824,824,Strathfield Private Hospital,3 Everton Road,Strathfield,New South Wales,2135,,297457444,Private,Private,No,,-33.872059,151.097544
825,825,Streaky Bay Hospital,1 Flinders Drive,Streaky Bay,South Australia,5680,,886261009,Public,Public,No,,-32.792776,134.217524
826,826,Subiaco Private Hospital,"Suite 9, 1 Salvado Road",Subiaco,Western Australia,6008,,865556599,Private,Private,No,,-31.9434,115.826
827,827,Sunbury Day Hospital,7 Macedon Street,Sunbury,Victoria,3429,,397328600,Public,Public,No,,-37.576998,144.732674
828,828,Sunnybank Private Hospital,245 McCullough Street,Sunnybank,Queensland,4109,,733449444,Private,Private,Yes,,-27.572541,153.061051
829,829,Sunshine Coast Day Surgery,Second Ave & Memorial Avenue,Maroochydore,Queensland,4558,,754449033,Private,Private,Yes,,-26.655373,153.096157
830,830,Sunshine Coast Haematology and Oncology Clinic,10 King Street,Buderim,Queensland,4556,,754790000,Private,Private,No,,-26.657299,153.094955
831,831,Sunshine Coast University Hospital,6 Doherty Street,Birtinya,Queensland,4575,,752020000,Public,Public,Yes,,-26.74681,153.113812
832,832,Sunshine Coast University Private Hospital,3 Doherty Street,Birtinya,Queensland,4575,,753906000,Private,Private,Yes,,-26.74422,153.114563
833,833,Sunshine Hospital,176 Furlong Road,St Albans,Victoria,3021,,383451333,Public,Public,Yes,,-37.759179,144.816477
834,834,Surat Hospital,Ivan Street,Surat,Queensland,4417,,746265166,Public,Public,No,,-27.156595,149.063787
835,835,Sutherland Heart Clinic,"Level 2, The Sutherland Hospital, The Kingsway",Caringbah,New South Wales,2229,,295408555,Private,Private,No,,-34.037931,151.114153
