id,name,address,city,state,zip,phone,type,ownership,emergency,quality,LAT,LON
756,Hunter New England and Central Coast,Lot 20 Dangar Road,Singleton,New South Wales,2330,02 6571 9222,,,,,-32.567087,151.185736
757,Perth North,Hospital Avenue,Nedlands,Western Australia,6009,08 6457 3333,,,,,-31.968291,115.815467
758,Tasmania,74 Brittons Road,Smithton,Tasmania,7330,03 6478 9520,,,,,-40.850159,145.129609
759,Country SA,South Terrace,Snowtown,South Australia,5520,08 8865 0100,,,,,-33.786936,138.212768
760,,31 Markwell Street,Kingaroy,Queensland,4610,07 4162 1444,,,,,-26.543051,151.836891
761,Country SA,Bay Road,Victor Harbor,South Australia,5211,08 8552 0500,,,,,-35.561171,138.606447
762,South Eastern NSW,4 Virginia Drive,Bega,New South Wales,2550,02 6491 9999,,,,,-36.68905,149.858549
763,,Corner of Princes Highway and Heatherton Road,Noble Park,Victoria,3174,03 9549 6655,,,,,-37.966243,145.191922
764,Gippsland,87 Station Road,Foster,Victoria,3960,03 5683 9777,,,,,-38.658319,146.207031
765,,24 Beach Street,Curl Curl,New South Wales,2096,02 9905 3667,,,,,-33.775143,151.291425
766,,76 South Terrace,South Perth,Western Australia,6952,08 9367 0222,,,,,-31.988465,115.862816
767,Western Victoria,9 Robinson Street,Camperdown,Victoria,3260,03 5593 7300,,,,,-38.237101,143.137714
768,Western Victoria,Ryot Street,Warrnambool,Victoria,3280,03 5563 1666,,,,,-38.380085,142.472977
769,Country WA,Coolgardie Road (Great Eastern Highway),Southern Cross,Western Australia,6426,08 9081 2222,,,,,-31.230709,119.337829
770,,93-95 Bowral Street,Bowral,New South Wales,2576,02 4862 9400,,,,,-34.484223,150.422882
771,Country SA,19 Waterloo Bay Road,Yorketown,South Australia,5576,08 8852 1200,,,,,-35.020989,137.604939
772,,"Level 1, 98 Marine Parade",Southport,Queensland,4215,07 5555 7800,,,,,-27.96245,153.413046
773,,66 Bryants Road,Loganholme,Queensland,4129,07 3801 2220,,,,,-27.662981,153.17828
774,,24 Spendelove Avenue,Southport,Queensland,4215,07 5503 0911,,,,,-27.973494,153.4084
775,,32 Payneham Road,Stepney,South Australia,5069,08 8130 1100,,,,,-34.913521,138.624987
776,"Central Queensland, Wide Bay and Sunshine Coast",Woodbine Street,Springsure,Queensland,4722,07 4984 1200,,,,,-24.120122,148.084762
777,Nepean Blue Mountains,7-9 Huntley Grange Road,Springwood,New South Wales,2777,02 4751 0300,,,,,-33.690486,150.571129
778,,350 South Terrace,Adelaide,South Australia,5000,08 8408 2111,,,,,-34.934224,138.614963
779,,Corner of Roderick and Pring Streets,Ipswich,Queensland,4305,07 3816 9999,,,,,-27.618799,152.763079
780,,280 North Street,Toowoomba,Queensland,4350,07 4646 3000,,,,,-27.539156,151.933665
781,,457 Wickham Terrace,Spring Hill,Queensland,4000,07 3834 4444,,,,,-27.461224,153.021011
782,Central and Eastern Sydney,30 Gray Street,Kogarah,New South Wales,2217,02 9113 1111,,,,,-33.966969,151.133776
783,Western Queensland,1 Victoria Street,St George,Queensland,4487,07 4620 2222,,,,,-28.0272,148.592683
784,,1 South Street,Kogarah,New South Wales,2217,02 9598 5555,,,,,-33.966952,151.136055
785,Eastern Melbourne,283 Cotham Road,Kew,Victoria,3101,03 9816 0444,,,,,-37.809085,145.052585
786,Tasmania,Circassion Street,St Helens,Tasmania,7216,03 6387 5570,,,,,-41.323159,148.248814
787,,186 Macquarie Street,Hobart,Tasmania,7000,03 6221 6444,,,,,-42.886839,147.325791
788,,101 Drummond Street North,Ballarat,Victoria,3350,03 5320 2111,,,,,-37.558544,143.847406
789,,133-145 Lily Street,Bendigo,Victoria,3550,03 5434 3434,,,,,-36.762043,144.263298
790,,75 Kangan Drive,Berwick,Victoria,3806,03 8784 5000,,,,,-38.034499,145.344974
791,,Corner of Roberston Drive and Bussell Highway,Bunbury,Western Australia,6230,08 9722 1600,,,,,-33.365947,115.648869
792,,13 Grantham Street,Burwood,New South Wales,2134,02 9715 9200,,,,,-33.869832,151.100538
793,,255-265 Cranbourne Road,Frankston,Victoria,3199,03 9788 3333,,,,,-38.153035,145.155926
794,,80 Myers Street,Geelong,Victoria,3220,03 5226 8888,,,,,-38.151567,144.357679
795,,12 Hermitage Street,Geraldton,Western Australia,6530,08 9965 8888,,,,,-28.784383,114.616439
796,,1 Clayton Street,Midland,Western Australia,6056,08 9462 4500,,,,,-31.894611,116.00748
797,Perth North,1 Clayton Street,Midland,Western Australia,6056,08 9462 4000,,,,,-31.894832,116.008852
798,,Thirlmere Road,Mount Lawley,Western Australia,6050,08 9370 9222,,,,,-31.936721,115.884926
799,,100 Murdoch Drive,Murdoch,Western Australia,6150,08 9366 1111,,,,,-32.067919,115.844659
800,,1480 Heatherton Road,Dandenong,Victoria,3175,03 8793 9444,,,,,-37.970226,145.213143
801,,177 Grose Vale Road,North Richmond,New South Wales,2754,02 4570 6100,,,,,-33.591946,150.702473
802,,12 Salvado Road,Subiaco,Western Australia,6008,08 9382 6111,,,,,-31.941246,115.826282
803,,136 Botanic Road,Warrnambool,Victoria,3280,03 5564 0600,,,,,-38.371405,142.478749
804,Western Sydney,Normanby Road,Auburn,New South Wales,2144,02 9649 8941,,,,,-33.848659,151.028339
805,,18 Roslyn Street,Potts Point,New South Wales,2011,02 9356 0200,,,,,-33.874188,151.225836
806,Adelaide,65 Military Road,Semaphore,South Australia,5019,08 8242 9111,,,,,-34.846418,138.480466
807,Tasmania,Gardiners Creek Road,St Marys,Tasmania,7215,03 6387 5555,,,,,-41.576062,148.181244
808,,1 Medical Place,Urraween,Queensland,4655,07 4120 1200,,,,,-25.299851,152.823273
809,Central and Eastern Sydney,390 Victoria Street,Darlinghurst,New South Wales,2010,02 8382 1111,,,,,-33.879692,151.221125
810,North Western Melbourne,41 Victoria Parade,Fitzroy,Victoria,3065,03 9288 2211,,,,,-37.806545,144.975231
811,,20 Dalley Street,Lismore,New South Wales,2480,02 6627 9600,,,,,-28.819949,153.287381
812,,411 Main Street,Kangaroo Point,Queensland,4169,07 3240 1111,,,,,-27.473334,153.03542
813,,159 Grey Street,East Melbourne,Victoria,3002,03 9928 6555,,,,,-37.811733,144.984164
814,,59-61 Victoria Parade,Fitzroy,Victoria,3065,03 9411 7111,,,,,-37.807993,144.976029
815,,5 Studley Avenue,Kew,Victoria,3101,03 9851 8888,,,,,-37.806567,145.023694
816,,22-36 Scott Street,Toowoomba,Queensland,4350,07 4690 4000,,,,,-27.565675,151.971551
817,,406 Victoria Street,Darlinghurst,New South Wales,2010,02 8382 7111,,,,,-33.880698,151.219462
818,Darling Downs and West Moreton,8 McGregor Terrace,Stanthorpe,Queensland,4380,07 4683 3400,,,,,-28.660927,151.928397
819,Perth North,Brockway Road,Mount Claremont,Western Australia,6010,08 9347 6960,,,,,-31.960937,115.788431
820,Western Victoria,27-29 Sloane Street,Stawell,Victoria,3380,03 5358 8500,,,,,-37.059577,142.781603
821,,20 Milan Terrace,Stirling,South Australia,5152,08 8339 0200,,,,,-35.007274,138.714859
822,Country SA,14 Alfred Place,Strathalbyn,South Australia,5255,08 8536 5333,,,,,-35.257674,138.893558
823,,3 Everton Road,Strathfield,New South Wales,2135,02 9745 7444,,,,,-33.872059,151.097544
824,Country SA,1 Flinders Drive,Streaky Bay,South Australia,5680,08 8626 1009,,,,,-32.792776,134.217524
825,,"Suite 9, 1 Salvado Road",Subiaco,Western Australia,6008,08 6555 6599,,,,,-31.9434,115.826
826,North Western Melbourne,7 Macedon Street,Sunbury,Victoria,3429,03 9732 8600,,,,,-37.576998,144.732674
827,,245 McCullough Street,Sunnybank,Queensland,4109,07 3344 9444,,,,,-27.572541,153.061051
828,,Second Ave & Memorial Avenue,Maroochydore,Queensland,4558,07 5444 9033,,,,,-26.655373,153.096157
829,,10 King Street,Buderim,Queensland,4556,07 5479 0000,,,,,-26.657299,153.094955
830,"Central Queensland, Wide Bay and Sunshine Coast",6 Doherty Street,Birtinya,Queensland,4575,07 5202 0000,,,,,-26.74681,153.113812
831,,3 Doherty Street,Birtinya,Queensland,4575,07 5390 6000,,,,,-26.74422,153.114563
832,North Western Melbourne,176 Furlong Road,St Albans,Victoria,3021,03 8345 1333,,,,,-37.759179,144.816477
833,Western Queensland,Ivan Street,Surat,Queensland,4417,07 4626 5166,,,,,-27.156595,149.063787
834,,"Level 2, The Sutherland Hospital, The Kingsway",Caringbah,New South Wales,2229,02 9540 8555,,,,,-34.037931,151.114153
835,Central and Eastern Sydney,430 Kingsway,Caringbah,New South Wales,2229,02 9540 7111,,,,,-34.037288,151.115151
836,Murray,Monash Avenue,Nyah West,Victoria,3595,03 5030 2572,,,,,-35.186052,143.355428
837,Murray,48 Splatt Street,Swan Hill,Victoria,3585,03 5033 9300,,,,,-35.340588,143.556514
838,,185 Fox Valley Road,Wahroonga,New South Wales,2076,02 9487 9111,,,,,-33.733379,151.099874
839,Central and Eastern Sydney,High Street,Randwick,New South Wales,2031,02 9382 1111,,,,,-33.917179,151.238334
840,,"RPAH Medical Centre - Suite 106, 100 Carillon Avenue",Newtown,New South Wales,2042,02 9550 5600,,,,,-33.8912,151.1835
841,Central and Eastern Sydney,2 Chalmers Street,Surry Hills,New South Wales,2010,02 9293 3200,,,,,-33.884469,151.207811
842,Central and Eastern Sydney,8 Macquarie Street,Sydney,New South Wales,2000,02 9382 7111,,,,,-33.867929,151.212575
843,,40 Bigge Street,Liverpool,New South Wales,2170,02 9821 0333,,,,,-33.917876,150.927499
844,Country SA,74 Princes Highway,Tailem Bend,South Australia,5260,08 8572 5800,,,,,-35.254803,139.452692
845,Murray,25 Barree Street,Tallangatta,Victoria,3700,02 6071 5200,,,,,-36.213705,147.183709
846,,2-6 Dean Street,Tamworth,New South Wales,2340,02 6766 1955,,,,,-31.077535,150.921764
847,Hunter New England and Central Coast,31 Dean Street,Tamworth,New South Wales,2340,02 6767 7700,,,,,-31.074079,150.924199
848,Country SA,15 Mill Street,Tanunda,South Australia,5352,08 8563 2398,,,,,-34.528082,138.960859
849,Darling Downs and West Moreton,15 Bilton Street,Tara,Queensland,4421,07 4678 7900,,,,,-27.273674,150.456368
850,Darling Downs and West Moreton,Miller Street,Taroom,Queensland,4420,07 4628 9900,,,,,-25.638818,149.798669
851,Tasmania,1614 Nubeena Road,Nubeena,Tasmania,7184,03 6250 9000,,,,,-43.096752,147.742831
852,Murrumbidgee,169 Loftus Street,Temora,New South Wales,2666,02 6980 0200,,,,,-34.443942,147.542616
853,Northern Territory,41 Schmidt Street,Tennant Creek,Northern Territory,860,08 8962 4399,,,,,-19.647791,134.186893
854,Hunter New England and Central Coast,1-5 Naas Street,Tenterfield,New South Wales,2372,02 6739 5200,,,,,-29.045083,152.013552
855,Western Victoria,13 Austin Avenue,Terang,Victoria,3264,03 5592 0222,,,,,-38.239388,142.902119
856,Darling Downs and West Moreton,Mingoola Road,Texas,Queensland,4385,07 4653 3200,,,,,-28.855978,151.179481
857,North Western Melbourne,55 Commercial Road,Prahran,Victoria,3181,03 9076 2000,,,,,-37.846087,144.981937
858,,40 The Avenue,Windsor,Victoria,3181,03 9529 7377,,,,,-37.854809,144.998513
859,,Vale Street,Mornington,Victoria,3931,03 5975 2009,,,,,-38.223524,145.040939
860,Murray,62 Lucan Street,Bendigo,Victoria,3550,03 5454 6000,,,,,-36.748727,144.283372
861,,201-239 Borella Road,Albury,New South Wales,2640,02 6064 1400,,,,,-36.078399,146.938123
862,,253 Sheridan Street,Cairns,Queensland,4870,07 4050 7000,,,,,-16.910828,145.76209
863,Australian Capital Territory,Yamba Drive,Garran,Australian Capital Territory,2605,02 5124 0000,,,,,-35.345777,149.100898
864,Western Sydney,178 Hawkesbury Road,Westmead,New South Wales,2145,02 9845 0000,,,,,-33.801554,150.991759
865,,262 Charles Street,Launceston,Tasmania,7250,03 6334 4960,,,,,-41.444592,147.141609
866,,98 Townsend Road,St Albans Park,Victoria,3219,03 5248 1155,,,,,-38.182406,144.393267
867,,15-17 Memorial Avenue,Kellyville,New South Wales,2155,1300 122 144,,,,,-33.716759,150.952057
868,,499 Windsor Road,Baulkham Hills,New South Wales,2153,02 9639 3333,,,,,-33.743476,150.9825
869,,31 Chipmans Road,Rokeby,Tasmania,7019,03 6247 9960,,,,,-42.905613,147.435278
870,Murray,Rutledge Street,Kilmore,Victoria,3764,03 5734 2000,,,,,-37.301794,144.957915
871,Western Victoria,45-95 Ballarat Road,North Geelong,Victoria,3215,03 5279 2222,,,,,-38.118795,144.335728
872,,130 Church Street,Richmond,Victoria,3121,03 9429 4688,,,,,-37.814361,144.998739
873,,Sir Edwin Smith Avenue,North Adelaide,South Australia,5006,08 8366 3800,,,,,-34.912733,138.599385
874,South Eastern Melbourne,Corner of Tyalla Grove and Separation Street,Mornington,Victoria,3931,03 5976 2733,,,,,-38.230174,145.041697
875,Eastern Melbourne,185 Cooper Street,Epping,Victoria,3076,03 8405 8000,,,,,-37.653417,145.014381
876,Brisbane South,Corner of Ellerton Drive and Wolston Park Road,Wacol,Queensland,4076,07 3271 8222,,,,,-27.600413,152.910246
877,Eastern Melbourne,321-345 Burwood Highway,Forest Hill,Victoria,3131,03 9881 1888,,,,,-37.852712,145.164542
878,Brisbane North,Rode Road,Chermside,Queensland,4032,07 3139 4000,,,,,-27.390497,153.021955
879,Adelaide,28 Woodville Road,Woodville,South Australia,5011,08 8222 6000,,,,,-34.884179,138.534039
880,North Western Melbourne,32 Gisborne Street,East Melbourne,Victoria,3002,03 9929 8666,,,,,-37.808978,144.976245
881,,7 Ashley Lane,Westmead,New South Wales,2145,02 8833 3000,,,,,-33.8072,150.98879
882,Gold Coast,21 Spendelove Avenue,Southport,Queensland,4215,07 5671 8000,,,,,-27.973078,153.407852
883,,22-24 Murray Street,Bronte,New South Wales,2024,02 9389 8888,,,,,-33.901383,151.260988
884,,63 Victoria Street,Ashfield,New South Wales,2131,02 9797 0555,,,,,-33.894,151.1299
885,Northern Queensland,100 Angus Smith Drive,Douglas,Queensland,4814,07 4433 1111,,,,,-19.320683,146.762092
886,North Coast,14 Powell Street,Tweed Heads,New South Wales,2485,07 5536 1133,,,,,-28.177216,153.545458
887,,Corner of Police and Gladstone Roads,Mulgrave,Victoria,3170,03 9790 9333,,,,,-37.938409,145.213122
888,,324 Malvern Road,Prahran,Victoria,3181,03 9526 0200,,,,,-37.847714,144.997225
889,,499 Springvale Road,Glen Waverley,Victoria,3150,03 9566 2777,,,,,-37.898227,145.161425
890,,451 Coronation Drive,Auchenflower,Queensland,4066,07 3232 7000,,,,,-27.478335,152.997971
891,"Central Queensland, Wide Bay and Sunshine Coast",The Boulevard,Theodore,Queensland,4719,07 4990 3000,,,,,-24.943109,150.075277
892,Central and Eastern Sydney,Hospital Road,Concord West,New South Wales,2138,02 9736 2288,,,,,-33.832336,151.097897
893,Northern Queensland,163 Douglas Street,Thursday Island,Queensland,4875,07 4069 0200,,,,,-10.588,142.21156
894,Western NSW,Sturt Street,Tibooburra,New South Wales,2880,08 8091 3302,,,,,-29.433211,142.012817
895,Western Victoria,21 Hospital Road,Timboon,Victoria,3268,03 5558 6000,,,,,-38.486231,142.976717
896,Hunter New England and Central Coast,Inverell Road,Tingha,New South Wales,2369,02 6723 3901,,,,,-29.950779,151.206732
897,Murrumbidgee,Adams Street,Tocumwal,New South Wales,2714,03 5874 2166,,,,,-35.815407,145.568996
898,Country WA,862 Mine Road,Tom Price,Western Australia,6751,08 9159 5222,,,,,-22.695367,117.790271
899,Hunter New England and Central Coast,2 Trevally Street,Nelson Bay,New South Wales,2315,02 4984 0700,,,,,-32.720053,152.158858
900,Tasmania,10 Archer Street,Longford,Tasmania,7301,03 6391 1202,,,,,-41.593091,147.119486
901,,496 Milton Road,Toowong,Queensland,4066,07 3721 8000,,,,,-27.47736,152.99125
902,Darling Downs and West Moreton,Pechey Street,Toowoomba,Queensland,4350,07 4616 6000,,,,,-27.569872,151.944433
903,,18 Scott Street,Toowoomba,Queensland,4350,07 4659 3100,,,,,-27.566341,151.973785
904,Western NSW,Lot 10 Moondana Street,Tottenham,New South Wales,2873,02 6891 6200,,,,,-32.242711,147.358031
905,,1 Martinez Avenue,West End,Queensland,4810,07 4725 4500,,,,,-19.268889,146.782836
906,Western NSW,28 Harris Street,Trangie,New South Wales,2823,02 6880 8200,,,,,-32.030813,147.976355
907,Central and Eastern Sydney,McKenzie Street,Belmore,New South Wales,2192,02 9787 0800,,,,,-33.918732,151.097526
908,Nepean Blue Mountains,1b Barber Avenue,Kingswood,New South Wales,2747,02 4734 2124,,,,,-33.758161,150.714392
909,Western NSW,44 Brookview Street,Trundle,New South Wales,2875,02 6892 1900,,,,,-32.921078,147.704315
910,Western NSW,1 Hinkler Street,Tullamore,New South Wales,2874,02 6891 3100,,,,,-32.635114,147.568997
911,Northern Queensland,Bryant Street,Tully,Queensland,4854,07 4068 4144,,,,,-17.927624,145.924146
912,Murrumbidgee,4 Mitchell Street,Tumbarumba,New South Wales,2653,02 6948 9600,,,,,-35.778706,148.006203
913,Country SA,8-11 Esplanade,Tumby Bay,South Australia,5605,08 8688 2007,,,,,-34.372292,136.103932
914,Murrumbidgee,105 Simpson Street,Tumut,New South Wales,2720,02 6947 0800,,,,,-35.307265,148.219552
915,North Western Melbourne,53 Adelaide Street,Footscray,Victoria,3011,03 9689 1577,,,,,-37.797407,144.887421
916,,38-44 Boyd Street,Tweed Heads,New South Wales,2485,07 5599 5522,,,,,-28.179019,153.539989
917,,111 Princes Highway,Ulladulla,New South Wales,2539,02 4455 5422,,,,,-35.358764,150.473481
918,Western Victoria,Bellerine Street,Geelong,Victoria,3220,03 4215 0000,,,,,-38.151533,144.364964
919,Murray,20 Kiell Street,Corryong,Victoria,3707,02 6076 3200,,,,,-36.198711,147.902798
920,Murrumbidgee,127-129 Princess Street,Urana,New South Wales,2645,02 6920 8106,,,,,-35.325419,146.267316
921,North Coast,45 Beaury Street,Urbenville,New South Wales,2475,02 6634 1600,,,,,-28.471511,152.543029
922,North Western Melbourne,35 Mavis Street,Footscray,Victoria,3011,03 9319 7000,,,,,-37.791148,144.886747
923,Hunter New England and Central Coast,13-33 Glen Innes Road,Emmaville,New South Wales,2371,02 6734 7900,,,,,-29.450547,151.599204
924,,"Level 1, 100 Victoria Parade",East Melboune,Victoria,3002,03 9650 4000,,,,,-37.808521,144.97476
925,North Western Melbourne,Yarra Bend Road,Fairfield,Victoria,3078,03 8684 0000,,,,,-37.78931,145.012975
926,North Western Melbourne,317 Spencer Street,Melbourne,Victoria,3001,03 8684 0000,,,,,-37.812763,144.950757
927,,27 Denmark Hill Road,Camberwell,Victoria,3123,03 9882 1347,,,,,-37.83252,145.0556
928,,"Level 3, 270 Victoria Avenue",Chatswood,New South Wales,2086,02 9424 9999,,,,,-33.795181,151.187314
929,,852 Whitehorse Road,Box Hill,Victoria,3128,03 9880 4333,,,,,-37.817591,145.119433
930,,89 Paisley Street,Footscray,Victoria,3011,03 9689 9233,,,,,-37.800508,144.895155
931,,8-10 Woniora Road,Hurstville,New South Wales,2220,02 9585 2585,,,,,-33.966949,151.100439
932,,401 Milton Road,Auchenflower,Queensland,4066,07 3736 3000,,,,,-27.473726,152.995579
933,,600 St Kilda Road,Melbourne,Victoria,3004,03 9521 2175,,,,,-37.850605,144.980304
934,,50 Best Street,Wagga Wagga,New South Wales,2650,02 6921 2711,,,,,-35.115815,147.365914
935,Murrumbidgee,260-280 Edward Street,Wagga Wagga,New South Wales,2650,02 5943 1000,,,,,-35.118083,147.356915
936,Country WA,Warwick Street,Wagin,Western Australia,6315,08 9861 3444,,,,,-33.304662,117.347319
937,Country SA,1 Lawrie Terrace,Waikerie,South Australia,5330,08 8541 0555,,,,,-34.182447,139.984917
938,,221 Willmott Drive,Waikiki,Western Australia,6169,08 9550 0222,,,,,-32.310552,115.763147
939,Hunter New England and Central Coast,Middle Street,Walcha,New South Wales,2354,02 6774 2366,,,,,-30.987818,151.591415
940,,41 Walcott Street,Mount Lawley,Western Australia,6050,08 9227 9004,,,,,-31.936554,115.874141
941,Western NSW,141 Fox Street,Walgett,New South Wales,2832,02 6828 6000,,,,,-30.030646,148.115959
942,,134-150 Templeton Street,Wangaratta,Victoria,3677,03 5722 2678,,,,,-36.349299,146.312423
943,Eastern Melbourne,251 Mountain Highway,Wantirna,Victoria,3152,03 9955 1200,,,,,-37.848525,145.225902
944,Central and Eastern Sydney,125 Birrell Street,Waverley,New South Wales,2024,02 9369 0100,,,,,-33.897496,151.253816
945,,31 Dora Street,Hurstville,New South Wales,2220,02 9598 0000,,,,,-33.963651,151.100464
946,Hunter New England and Central Coast,Long Street,Warialda,New South Wales,2402,02 6728 9000,,,,,-29.538835,150.579567
947,,Fairfax Road,Warners bay,New South Wales,2282,02 4958 4288,,,,,-32.965262,151.641204
948,Country WA,16 Hospital Avenue,Manjimup,Western Australia,6258,08 9772 5100,,,,,-34.240969,116.154112
949,Western NSW,Lot 176 Dr Kater Drive,Warren,New South Wales,2824,02 6847 7200,,,,,-31.693958,147.835679
950,,216 Burgundy Street,Heidelberg,Victoria,3084,03 9274 1300,,,,,-37.754419,145.060728
951,Darling Downs and West Moreton,56 Locke Street,Warwick,Queensland,4370,07 4660 3900,,,,,-28.224275,152.017983
952,North Coast,69 High Street,Wauchope,New South Wales,2446,02 6580 8000,,,,,-31.457239,152.728131
953,,343-357 Blackburn Road,Mount Waverley,Victoria,3149,03 9881 7700,,,,,-37.884632,145.145798
954,Hunter New England and Central Coast,60 Alma Street,Wee Waa,New South Wales,2388,02 6795 0400,,,,,-30.225439,149.448287
955,Northern Queensland,Lot 407 John Evans Drive,Weipa,Queensland,4874,07 4082 3900,,,,,-12.623419,141.881179
956,Western NSW,30 Thornton Street,Wellington,New South Wales,2820,02 6840 8200,,,,,-32.549741,148.951977
957,Western NSW,Silver City Highway,Wentworth,New South Wales,2648,03 5027 7111,,,,,-34.109983,141.922481
958,Nepean Blue Mountains,Derby Street,Penrith,New South Wales,2750,02 4734 2000,,,,,-33.760249,150.712613
959,North Western Melbourne,300 Princes Highway,Werribee,Victoria,3030,03 8754 3000,,,,,-37.886587,144.698621
960,Hunter New England and Central Coast,22-34 North Street,Werris Creek,New South Wales,2341,02 6768 6600,,,,,-31.346691,150.652513
961,,91 Milton Street,Ashfield,New South Wales,2131,1300 924 522,,,,,-33.8925,151.116666
962,,7 Blake Street,Kogarah,New South Wales,2217,1300 924 522,,,,,-33.968262,151.12896
963,Gippsland,41 Landsborough Street,Warragul,Victoria,3820,03 5623 0611,,,,,-38.173009,145.926804
964,Western Victoria,2 Charles Street,Jeparit,Victoria,3423,03 5391 4222,,,,,-36.141132,141.984686
965,Western Victoria,9 Farmers Street,Kaniva,Victoria,3419,03 5391 4222,,,,,-36.381386,141.246006
966,Western Victoria,45 Nelson Street,Nhill,Victoria,3418,03 5391 4222,,,,,-36.334003,141.655579
967,Western Victoria,2 Swinbourne Avenue,Rainbow,Victoria,3424,03 5391 4222,,,,,-35.903874,141.995112
968,Western Victoria,89 Cromie Street,Rupanyup,Victoria,3388,03 5363 1200,,,,,-36.636571,142.631849
969,Western Victoria,71 McLeod Street,Coleraine,Victoria,3315,03 5553 2000,,,,,-37.599913,141.692018
970,Western Victoria,20 Foster Street,Hamilton,Victoria,3300,03 5551 8222,,,,,-37.736495,142.030606
971,Western Victoria,146 Cobb Street,Penshurst,Victoria,3289,03 5552 3000,,,,,-37.877275,142.282487
972,,1/30 Eleanor Street,Footscray,Victoria,3011,03 9318 3399,,,,,-37.792005,144.885343
973,,168 Cudmore Terrace,Henley Beach,South Australia,5022,08 8356 1222,,,,,-34.909971,138.49966
974,North Western Melbourne,160 Gordon Street,Footscray,Victoria,3011,03 8345 6666,,,,,-37.792298,144.887191
975,,1-9 Marion Sreet,Footscray,Victoria,3011,03 9318 3177,,,,,-37.793045,144.885932
976,,"Westmead Specialist Centre Level 2, 16-18 Mons Road",Westmead,New South Wales,2145,02 8837 9800,,,,,-33.802024,150.982879
977,Western Sydney,166-174 Darcy Road,Westmead,New South Wales,2145,02 8890 5555,,,,,-33.804362,150.987811
978,,Corner of Mons and Darcy Roads,Westmead,New South Wales,2145,02 8837 9000,,,,,-33.802865,150.982382
979,,7 Coleman Street,Merrylands,New South Wales,2160,02 8833 3555,,,,,-33.819288,150.981059
980,,476 Wanneroo Road,Westminster,Western Australia,6061,08 9349 5555,,,,,-31.862769,115.829163
981,Country SA,20 Wood Terrace,Whyalla,South Australia,5600,08 8648 8300,,,,,-33.033977,137.577559
982,Western NSW,14 Ross Street,Wilcannia,New South Wales,2836,08 8083 8777,,,,,-31.557638,143.385336
983,North Western Melbourne,77B Railway Crescent,Williamstown,Victoria,3016,03 9393 0100,,,,,-37.863576,144.892339
984,Hunter New England and Central Coast,59 O'Connell Street,Murrurundi,New South Wales,2338,02 6546 9000,,,,,-31.770408,150.834764
985,Western Victoria,83 Baillie Street,Horsham,Victoria,3400,03 5381 9111,,,,,-36.712441,142.208522
986,,20 The Avenue,Windsor,Victoria,3181,03 9520 9520,,,,,-37.856118,144.998213
987,Hunter New England and Central Coast,32 Bungay Road,Wingham,New South Wales,2429,02 6557 3400,,,,,-31.878104,152.365179
988,Western Queensland,Bloomfield Street,Winton,Queensland,4735,07 4657 2700,,,,,-22.381189,143.040672
989,,354-358 Crown Street,Wollongong,New South Wales,2500,02 4226 6955,,,,,-34.42583,150.881346
990,South Eastern NSW,348 Crown Street,Wollongong,New South Wales,2500,02 4222 5000,,,,,-34.424938,150.883451
991,,360-364 Crown Street,Wollongong,New South Wales,2500,02 4286 1000,,,,,-34.425814,150.880729
992,,8 Trelawney Street,Woollahra,New South Wales,2025,02 9328 6077,,,,,-33.884118,151.240739
993,Adelaide,72 King William Road,North Adelaide,South Australia,5006,08 8161 7000,,,,,-34.911444,138.599631
994,South Eastern Melbourne,193 Bluff Road,Sandringham,Victoria,3191,03 9076 1000,,,,,-37.961049,145.018157
995,Darling Downs and West Moreton,Bramston Street,Wondai,Queensland,4606,07 4169 2600,,,,,-26.323335,151.878658
996,Country WA,Ackland Street,Wongan Hills,Western Australia,6603,08 9691 1222,,,,,-30.894159,116.724843
997,"Central Queensland, Wide Bay and Sunshine Coast",1 Munns Drive,Woorabinda,Queensland,4702,07 4913 2800,,,,,-24.131492,149.455983
998,Hunter New England and Central Coast,7 Kathleen Street,Woy Woy,New South Wales,2256,02 4344 8444,,,,,-33.496716,151.320952
999,Country SA,16-24 Richards Avenue,Wudinna,South Australia,5652,08 8680 2254,,,,,-33.050274,135.466983
1000,Country WA,Honour Avenue,Wyalkatchem,Western Australia,6485,08 9692 1222,,,,,-31.176246,117.386212
1001,Murrumbidgee,70 Ungarie Road,West Wyalong,New South Wales,2671,02 6979 0000,,,,,-33.916373,147.196483
1002,Country WA,Minderoo Street,Wyndham,Western Australia,6740,08 9161 0222,,,,,-15.477793,128.127772
1003,Hunter New England and Central Coast,664 Pacific Highway,Hamlyn Terrace,New South Wales,2259,02 4394 8000,,,,,-33.261113,151.480761
1004,Eastern Melbourne,25 Market Street,Lilydale,Victoria,3140,1300 342 255,,,,,-37.756319,145.351204
1005,Gippsland,85-91 Commercial Road,Yarram,Victoria,3971,03 5182 0222,,,,,-38.556975,146.678316
1006,Murray,33 Piper Street,Yarrawonga,Victoria,3730,03 5743 8111,,,,,-36.011547,146.006584
1007,South Eastern NSW,145-147 Meehan Street,Yass,New South Wales,2582,02 6220 2000,,,,,-34.844072,148.906427
1008,Murray,45 Station Street,Yea,Victoria,3717,03 5736 0400,,,,,-37.213634,145.430724
1009,Country WA,Trews Road,York,Western Australia,6302,08 9641 0200,,,,,-31.894392,116.757416
1010,Murrumbidgee,68 Allanan Street,Young,New South Wales,2594,02 6382 8888,,,,,-34.320383,148.288457
