USPS,ST,NAME,ZCTA5,LAT,LON
South Australia,SA,Lower Broughton,5540,-33.32028,137.95129
South Australia,SA,Merriton,5523,-33.42705,138.15046
South Australia,SA,Mundoora,5555,-33.63128,138.09255
South Australia,SA,Napperby,5540,-33.16828,138.12201
South Australia,SA,Nelshaby,5540,-33.12529,138.11895
South Australia,SA,Nurom,5523,-33.32289,138.09448
South Australia,SA,Pirie East,5540,-33.26087,137.99082
South Australia,SA,Port Davis,5540,-33.23975,137.87374
South Australia,SA,Port Pirie,5540,-33.17072,138.01056
South Australia,SA,Port Pirie South,5540,-33.20976,138.02646
South Australia,SA,Port Pirie West,5540,-33.16023,137.96561
South Australia,SA,Redhill,5521,-33.53301,138.19779
South Australia,SA,Risdon Park,5540,-33.19488,137.97085
South Australia,SA,Risdon Park South,5540,-33.21706,137.97465
South Australia,SA,Solomontown,5540,-33.18248,138.03186
South Australia,SA,Wandearah East,5523,-33.39863,138.05402
South Australia,SA,Wandearah West,5523,-33.40669,137.92635
South Australia,SA,Warnertown,5540,-33.24231,138.14976
South Australia,SA,Broadview,5083,-34.87583,138.6148
South Australia,SA,Collinswood,5081,-34.88858,138.61412
South Australia,SA,Fitzroy (SA),5082,-34.89666,138.59117
South Australia,SA,Medindie Gardens,5081,-34.89217,138.60604
South Australia,SA,Nailsworth,5083,-34.88488,138.60677
South Australia,SA,Ovingham,5082,-34.89903,138.58503
South Australia,SA,Prospect (SA),5082,-34.8832,138.59209
South Australia,SA,Sefton Park,5083,-34.87643,138.60652
South Australia,SA,Thorngate,5082,-34.89749,138.59741
South Australia,SA,Chaffey,5341,-34.09284,140.70797
South Australia,SA,Cooltong,5341,-34.1011,140.6683
South Australia,SA,Crescent,5341,-34.20646,140.74508
South Australia,SA,Gurra Gurra,5343,-34.29424,140.63747
South Australia,SA,Lyrup,5343,-34.27099,140.67275
South Australia,SA,Mundic Creek,5340,-34.21328,140.78998
South Australia,SA,Murtho,5340,-34.07415,140.85338
South Australia,SA,Old Calperum,5341,-34.21222,140.68442
South Australia,SA,Paringa,5340,-34.17637,140.77996
South Australia,SA,Pike River,5340,-34.27155,140.76302
South Australia,SA,Renmark,5341,-34.16293,140.74996
South Australia,SA,Renmark North,5341,-34.12273,140.74641
South Australia,SA,Renmark South,5341,-34.21099,140.7214
South Australia,SA,Renmark West,5341,-34.16528,140.69729
South Australia,SA,Wonuarra,5340,-34.18999,140.885
South Australia,SA,Yamba (SA),5340,-34.28515,140.87456
South Australia,SA,Boatswain Point,5275,-37.07459,139.74427
South Australia,SA,Bray,5276,-37.23934,139.99531
South Australia,SA,Clay Wells,5280,-37.32905,140.15441
South Australia,SA,Greenways,5272,-37.24711,140.16365
South Australia,SA,Mount Benson,5275,-37.10631,139.89098
South Australia,SA,Nora Creina,5276,-37.30916,139.91876
South Australia,SA,Reedy Creek (SA),5275,-37.0144,139.99405
South Australia,SA,Robe,5276,-37.21525,139.81945
South Australia,SA,Roxby Downs,5725,-30.54892,136.88377
South Australia,SA,Bolivar,5110,-34.77153,138.56968
South Australia,SA,Brahma Lodge,5109,-34.7759,138.65306
South Australia,SA,Burton (SA),5110,-34.73727,138.60142
South Australia,SA,Cavan (SA),5094,-34.82511,138.59827
South Australia,SA,Direk,5110,-34.72291,138.60946
South Australia,SA,Edinburgh,5111,-34.72146,138.63561
South Australia,SA,Elizabeth Vale,5112,-34.74894,138.66676
South Australia,SA,Globe Derby Park,5110,-34.78553,138.58718
South Australia,SA,Green Fields,5107,-34.79424,138.60621
South Australia,SA,Gulfview Heights,5096,-34.79526,138.67102
South Australia,SA,Ingle Farm,5098,-34.82613,138.64419
South Australia,SA,Mawson Lakes,5095,-34.81029,138.6129
South Australia,SA,Para Hills,5096,-34.80967,138.6545
South Australia,SA,Para Hills West,5096,-34.80354,138.64438
South Australia,SA,Para Vista,5093,-34.82622,138.66159
South Australia,SA,Parafield,5106,-34.79685,138.63147
South Australia,SA,Parafield Gardens,5107,-34.78359,138.613
South Australia,SA,Paralowie,5108,-34.75709,138.61191
South Australia,SA,Pooraka,5095,-34.82372,138.6208
South Australia,SA,Salisbury (SA),5108,-34.7639,138.63982
South Australia,SA,Salisbury Downs,5108,-34.77236,138.62314
South Australia,SA,Salisbury East,5109,-34.78106,138.67229
South Australia,SA,Salisbury Heights,5109,-34.76384,138.6863
South Australia,SA,Salisbury North,5108,-34.74422,138.62743
South Australia,SA,Salisbury Park,5109,-34.75935,138.6674
South Australia,SA,Salisbury Plain,5109,-34.76743,138.66065
South Australia,SA,Salisbury South,5106,-34.7828,138.64291
South Australia,SA,St Kilda (SA),5110,-34.74865,138.54808
South Australia,SA,Valley View,5093,-34.84016,138.66055
South Australia,SA,Walkley Heights,5098,-34.84047,138.63672
South Australia,SA,Waterloo Corner,5110,-34.71524,138.56651
South Australia,SA,Geranium,5301,-35.47027,140.16508
South Australia,SA,Jabuk,5301,-35.40843,140.06921
South Australia,SA,Karte,5304,-35.04689,140.78644
South Australia,SA,Lameroo,5302,-35.27731,140.45179
South Australia,SA,Parilla,5303,-35.3222,140.70391
South Australia,SA,Parrakie,5301,-35.46076,140.28818
South Australia,SA,Pinnaroo,5304,-35.32176,140.85915
South Australia,SA,Baird Bay,5671,-33.1505,134.36684
South Australia,SA,Calca,5671,-33.05153,134.32555
South Australia,SA,Chandada,5680,-32.7637,134.67295
South Australia,SA,Chilpenunda,5660,-32.59341,134.52851
South Australia,SA,Colley,5671,-33.06352,134.67262
South Australia,SA,Cungena,5660,-32.6095,134.67722
South Australia,SA,Eba Anchorage,5680,-32.71337,134.2783
South Australia,SA,Haslam,5680,-32.46093,134.2247
South Australia,SA,Inkster,5680,-32.9211,134.68443
South Australia,SA,Kaldoonera,5655,-32.58645,134.87329
South Australia,SA,Karcultaby,5654,-32.92898,134.8992
South Australia,SA,Maryvale (SA),5680,-32.87732,134.48582
South Australia,SA,Mortana,5671,-33.01523,134.45355
South Australia,SA,Mount Cooper (SA),5671,-33.00557,134.76608
South Australia,SA,Perlubie,5680,-32.6074,134.3409
South Australia,SA,Petina,5680,-32.47829,134.33273
South Australia,SA,Piednippie,5680,-32.72442,134.41315
South Australia,SA,Poochera,5655,-32.71097,134.86349
South Australia,SA,Sceale Bay,5680,-33.08166,134.24857
South Australia,SA,Streaky Bay,5680,-32.83702,134.22044
South Australia,SA,Tyringa,5671,-33.11072,134.47702
South Australia,SA,Wallala,5661,-32.31495,134.62627
South Australia,SA,Westall,5680,-32.89686,134.09033
South Australia,SA,Wirrulla,5661,-32.4136,134.55981
South Australia,SA,Witera,5671,-33.18211,134.57473
South Australia,SA,Yanerbie,5680,-32.93528,134.22832
South Australia,SA,Yantanabie,5661,-32.471,134.68486
South Australia,SA,Bangham,5268,-36.57711,140.88003
South Australia,SA,Bordertown,5268,-36.32089,140.78488
South Australia,SA,Bordertown South,5268,-36.42803,140.72587
South Australia,SA,Brimbago,5267,-36.18617,140.49484
South Australia,SA,Buckingham (SA),5270,-36.33717,140.57016
South Australia,SA,Cannawigara,5268,-36.26458,140.63809
South Australia,SA,Carew,5270,-36.29952,140.49442
South Australia,SA,Custon,5269,-36.46843,140.92404
South Australia,SA,Keith,5267,-36.14341,140.34262
South Australia,SA,Kongal,5270,-36.38089,140.4708
South Australia,SA,Laffer,5267,-36.17578,140.14977
South Australia,SA,Lowan Vale,5268,-36.15664,140.67926
South Australia,SA,Makin,5267,-35.97911,140.52039
South Australia,SA,McCallum,5267,-35.97945,140.66287
South Australia,SA,Mount Charles,5267,-36.08357,140.14985
South Australia,SA,Mundulla,5270,-36.39396,140.67753
South Australia,SA,Mundulla West,5270,-36.42921,140.56164
South Australia,SA,Padthaway,5271,-36.59355,140.52183
South Australia,SA,Petherick,5267,-36.36014,140.14952
South Australia,SA,Pine Hill (SA),5269,-36.2975,140.89275
South Australia,SA,Pooginagoric,5268,-36.44403,140.82737
South Australia,SA,Senior,5268,-36.14313,140.83652
South Australia,SA,Shaugh,5267,-35.92152,140.85706
South Australia,SA,Sherwood (SA),5267,-36.0936,140.59157
South Australia,SA,Swede Flat,5270,-36.46089,140.50539
South Australia,SA,Western Flat,5268,-36.56762,140.70205
South Australia,SA,Willalooka,5267,-36.36001,140.34091
South Australia,SA,Wirrega,5267,-36.19912,140.57338
South Australia,SA,Wolseley,5269,-36.37824,140.89331
South Australia,SA,Banksia Park,5091,-34.81068,138.72792
South Australia,SA,Dernancourt,5075,-34.8625,138.67744
South Australia,SA,Fairview Park,5126,-34.79898,138.73122
South Australia,SA,Gilles Plains,5086,-34.85157,138.66031
South Australia,SA,Golden Grove,5125,-34.76942,138.72871
South Australia,SA,Gould Creek,5114,-34.7459,138.73157
South Australia,SA,Greenwith,5125,-34.76255,138.71313
South Australia,SA,Gulfview Heights,5096,-34.79526,138.67102
South Australia,SA,Highbury (SA),5089,-34.8531,138.70485
South Australia,SA,Holden Hill,5088,-34.85132,138.67043
South Australia,SA,Hope Valley (SA),5090,-34.84727,138.69962
South Australia,SA,Houghton,5131,-34.83068,138.75604
South Australia,SA,Modbury,5092,-34.83617,138.6846
South Australia,SA,Modbury Heights,5092,-34.81129,138.68289
South Australia,SA,Modbury North,5092,-34.82325,138.68129
South Australia,SA,Paracombe,5132,-34.84484,138.75937
South Australia,SA,Redwood Park,5097,-34.81143,138.70606
South Australia,SA,Ridgehaven,5097,-34.82184,138.70619
South Australia,SA,Salisbury Heights,5109,-34.76384,138.6863
South Australia,SA,St Agnes (SA),5097,-34.82968,138.70983
South Australia,SA,Surrey Downs,5126,-34.79675,138.70888
South Australia,SA,Tea Tree Gully,5091,-34.82341,138.7362
South Australia,SA,Upper Hermitage,5131,-34.79322,138.75774
South Australia,SA,Valley View,5093,-34.84016,138.66055
South Australia,SA,Vista,5091,-34.83694,138.73029
South Australia,SA,Wynn Vale,5127,-34.8002,138.6903
South Australia,SA,Yatala Vale,5126,-34.7933,138.74076
South Australia,SA,Ashville,5259,-35.53963,139.43767
South Australia,SA,Bunbury (SA),5266,-36.15693,139.96532
South Australia,SA,Colebatch,5266,-35.94883,139.72323
South Australia,SA,Cooke Plains,5261,-35.4029,139.5326
South Australia,SA,Coomandook,5261,-35.44605,139.71739
South Australia,SA,Coombe,5267,-35.9491,140.26851
South Australia,SA,Coonalpyn,5265,-35.66276,139.86929
South Australia,SA,Coorong,5264,-36.03202,139.51278
South Australia,SA,Culburra,5261,-35.80939,139.93688
South Australia,SA,Deepwater (SA),5266,-36.14043,139.82036
South Australia,SA,Elwomple,5260,-35.31561,139.5525
South Australia,SA,Field,5265,-35.79919,139.67164
South Australia,SA,Jabuk,5301,-35.40843,140.06921
South Australia,SA,Ki Ki,5261,-35.57716,139.8104
South Australia,SA,Malinong,5259,-35.50551,139.50799
South Australia,SA,Meningie,5264,-35.73038,139.33464
South Australia,SA,Meningie East,5264,-35.62402,139.56389
South Australia,SA,Meningie West,5259,-35.6484,139.20117
South Australia,SA,Moorlands,5301,-35.2874,139.68187
South Australia,SA,Narrung (SA),5259,-35.58381,139.14173
South Australia,SA,Naturi,5259,-35.20613,139.56247
South Australia,SA,Netherton,5301,-35.51642,139.96355
South Australia,SA,Peake,5301,-35.3761,139.95679
South Australia,SA,Poltalloch,5259,-35.53304,139.2897
South Australia,SA,Salt Creek,5264,-36.13884,139.66364
South Australia,SA,Sherlock (SA),5301,-35.32102,139.7925
South Australia,SA,Tailem Bend,5260,-35.28111,139.48908
South Australia,SA,Tintinara,5266,-35.87447,140.03342
South Australia,SA,Waltowa,5264,-35.62777,139.42658
South Australia,SA,Wellington East,5259,-35.38821,139.38182
South Australia,SA,Yumali,5261,-35.53614,139.75665
South Australia,SA,Brooker,5607,-34.04647,135.85416
South Australia,SA,Butler (SA),5605,-34.08232,136.16431
South Australia,SA,Cockaleechie,5631,-34.22919,135.86524
South Australia,SA,Koppio,5607,-34.4185,135.86511
South Australia,SA,Lipson,5607,-34.24849,136.18675
South Australia,SA,Moody,5607,-34.04944,136.00932
South Australia,SA,Port Neill,5604,-34.07978,136.35858
South Australia,SA,Tumby Bay,5605,-34.48926,136.11754
South Australia,SA,Ungarra,5607,-34.19669,136.02221
South Australia,SA,Yallunda Flat,5607,-34.33515,135.89186
South Australia,SA,Black Forest,5035,-34.96069,138.57683
South Australia,SA,Clarence Park,5034,-34.96375,138.58188
South Australia,SA,Everard Park,5035,-34.95385,138.57467
South Australia,SA,Forestville (SA),5035,-34.95168,138.58164
South Australia,SA,Fullarton,5063,-34.95285,138.62718
South Australia,SA,Goodwood (SA),5034,-34.95131,138.59203
South Australia,SA,Highgate (SA),5063,-34.9617,138.62139
South Australia,SA,Hyde Park (SA),5061,-34.95662,138.60278
South Australia,SA,Keswick,5035,-34.94464,138.5775
South Australia,SA,Kings Park (SA),5034,-34.9623,138.59362
South Australia,SA,Malvern (SA),5061,-34.95913,138.61266
South Australia,SA,Millswood,5034,-34.95731,138.58983
South Australia,SA,Myrtle Bank (SA),5064,-34.96041,138.63496
South Australia,SA,Parkside (SA),5063,-34.94657,138.61614
South Australia,SA,Unley,5061,-34.94749,138.60783
South Australia,SA,Unley Park,5061,-34.96255,138.60023
South Australia,SA,Wayville,5034,-34.94484,138.59158
South Australia,SA,Back Valley,5211,-35.5416,138.51127
South Australia,SA,Encounter Bay,5211,-35.57111,138.59613
South Australia,SA,Hayborough,5211,-35.53199,138.64954
South Australia,SA,Hindmarsh Tiers,5202,-35.41556,138.54748
South Australia,SA,Hindmarsh Valley,5211,-35.47905,138.59232
South Australia,SA,Inman Valley,5211,-35.47878,138.47586
South Australia,SA,Lower Inman Valley,5211,-35.51302,138.56413
South Australia,SA,McCracken,5211,-35.53562,138.63024
South Australia,SA,Mount Jagged,5211,-35.42352,138.62689
South Australia,SA,Victor Harbor,5211,-35.55142,138.61792
South Australia,SA,Waitpinga,5211,-35.59699,138.49256
South Australia,SA,Alma (SA),5401,-34.25973,138.64149
South Australia,SA,Avon (SA),5501,-34.2791,138.33923
South Australia,SA,Balaklava,5461,-34.14402,138.43675
South Australia,SA,Barabba,5460,-34.37571,138.57867
South Australia,SA,Barunga Gap,5520,-33.81359,138.13895
South Australia,SA,Beaufort (SA),5550,-34.0817,138.17895
South Australia,SA,Blyth,5462,-33.83513,138.45777
South Australia,SA,Bowillia,5461,-33.93492,138.41336
South Australia,SA,Bowmans,5550,-34.15465,138.27337
South Australia,SA,Brinkworth,5464,-33.6831,138.40546
South Australia,SA,Bumbunga,5520,-33.90757,138.21917
South Australia,SA,Burnsfield,5520,-33.6821,138.25579
South Australia,SA,Condowie,5464,-33.78263,138.3312
South Australia,SA,Dalkey,5461,-34.18878,138.42848
South Australia,SA,Erith,5461,-34.22068,138.40374
South Australia,SA,Everard Central,5461,-33.92222,138.31861
South Australia,SA,Goyder,5461,-34.08398,138.26547
South Australia,SA,Grace Plains,5502,-34.35388,138.49321
South Australia,SA,Halbury,5461,-34.1072,138.53506
South Australia,SA,Hamley Bridge,5401,-34.34442,138.66176
South Australia,SA,Hart (SA),5464,-33.75811,138.47557
South Australia,SA,Hope Gap,5555,-33.66134,138.20226
South Australia,SA,Hoskin Corner,5461,-34.20378,138.46375
South Australia,SA,Hoyleton,5453,-34.01046,138.52707
South Australia,SA,Inkerman (SA),5550,-34.285,138.25811
South Australia,SA,Kallora,5550,-34.21995,138.30589
South Australia,SA,Kybunga,5453,-33.9261,138.52295
South Australia,SA,Lake View,5555,-33.64443,138.26115
South Australia,SA,Lochiel (SA),5510,-33.92234,138.15082
South Australia,SA,Long Plains,5501,-34.34912,138.34592
South Australia,SA,Marola,5464,-33.6693,138.52661
South Australia,SA,Mount Templeton,5461,-34.01728,138.32696
South Australia,SA,Mundoora,5555,-33.63128,138.09255
South Australia,SA,Nantawarra,5550,-34.01207,138.2204
South Australia,SA,Owen,5460,-34.2496,138.52879
South Australia,SA,Pinery,5460,-34.29809,138.43581
South Australia,SA,Port Wakefield,5550,-34.1947,138.178
South Australia,SA,Proof Range,5550,-34.27806,138.20191
South Australia,SA,Rochester (SA),5464,-33.69423,138.50065
South Australia,SA,Saints,5461,-34.15461,138.34059
South Australia,SA,Salter Springs,5401,-34.18655,138.61851
South Australia,SA,Snowtown,5520,-33.7696,138.18712
South Australia,SA,South Hummocks,5550,-34.03275,138.11401
South Australia,SA,Stockyard Creek (SA),5460,-34.30753,138.60505
South Australia,SA,Stow,5461,-34.00433,138.41031
South Australia,SA,Watchman,5461,-34.06901,138.42098
South Australia,SA,Whitwarta,5461,-34.09368,138.33825
South Australia,SA,Wild Horse Plains,5501,-34.3474,138.27426
South Australia,SA,Wokurna,5520,-33.72131,138.04916
South Australia,SA,Gilberton (SA),5081,-34.90123,138.6139
South Australia,SA,Medindie,5081,-34.89764,138.60341
South Australia,SA,Vale Park,5081,-34.88659,138.62786
South Australia,SA,Walkerville (SA),5081,-34.89235,138.61788
South Australia,SA,Beachport,5280,-37.44127,140.05355
South Australia,SA,Burrungule,5291,-37.78086,140.59294
South Australia,SA,Canunda,5280,-37.7241,140.27758
South Australia,SA,Clay Wells,5280,-37.32905,140.15441
South Australia,SA,Comaum,5277,-37.22284,140.92121
South Australia,SA,Coonawarra (SA),5263,-37.28987,140.88232
South Australia,SA,Furner,5280,-37.41297,140.31823
South Australia,SA,German Flat,5280,-37.77983,140.41692
South Australia,SA,Glencoe (SA),5291,-37.67864,140.61063
South Australia,SA,Glenroy (SA),5277,-37.21738,140.76547
South Australia,SA,Hatherleigh,5280,-37.48613,140.29117
South Australia,SA,Kalangadoo,5278,-37.53751,140.70104
South Australia,SA,Kangaroo Inn,5280,-37.34658,140.21075
South Australia,SA,Koorine,5279,-37.62059,140.6243
South Australia,SA,Krongart,5278,-37.48405,140.76602
South Australia,SA,Maaoupe,5277,-37.26197,140.70126
South Australia,SA,Magarey,5280,-37.41624,140.09845
South Australia,SA,Millicent,5280,-37.60433,140.33426
South Australia,SA,Moerlong,5278,-37.48431,140.7053
South Australia,SA,Monbulla,5277,-37.39395,140.72836
South Australia,SA,Mount Burr,5279,-37.54431,140.4643
South Australia,SA,Mount Mcintyre,5279,-37.55078,140.54387
South Australia,SA,Nangwarry,5277,-37.53853,140.88308
South Australia,SA,Nora Creina,5276,-37.30916,139.91876
South Australia,SA,Penola,5277,-37.39426,140.88272
South Australia,SA,Rendelsham,5280,-37.53117,140.22152
South Australia,SA,Rocky Camp,5280,-37.57653,140.40113
South Australia,SA,Sebastopol (SA),5280,-37.51604,140.36935
South Australia,SA,Short,5279,-37.35719,140.54431
South Australia,SA,Southend,5280,-37.55,140.1664
South Australia,SA,Tantanoola,5280,-37.69794,140.4579
South Australia,SA,Thornlea,5280,-37.42508,140.17238
South Australia,SA,Wattle Range,5280,-37.43316,140.51699
South Australia,SA,Wattle Range East,5279,-37.39346,140.65148
South Australia,SA,Wepar,5278,-37.62806,140.72986
South Australia,SA,Ashford (SA),5035,-34.94947,138.5756
South Australia,SA,Brooklyn Park,5032,-34.93036,138.54345
South Australia,SA,Camden Park (SA),5038,-34.96805,138.54241
South Australia,SA,Cowandilla,5033,-34.93246,138.55692
South Australia,SA,Fulham (SA),5024,-34.92758,138.51411
South Australia,SA,Glandore,5037,-34.96038,138.56812
South Australia,SA,Glenelg North,5045,-34.96742,138.5192
South Australia,SA,Hilton (SA),5033,-34.93215,138.56583
South Australia,SA,Keswick,5035,-34.94464,138.5775
South Australia,SA,Kurralta Park,5037,-34.95232,138.56708
South Australia,SA,Lockleys,5032,-34.92474,138.53091
South Australia,SA,Marleston,5033,-34.94563,138.56234
South Australia,SA,Mile End,5031,-34.92592,138.56974
South Australia,SA,Mile End South,5031,-34.93685,138.57418
South Australia,SA,Netley,5037,-34.9489,138.54884
South Australia,SA,North Plympton,5037,-34.95465,138.5496
South Australia,SA,Novar Gardens,5040,-34.96682,138.52968
South Australia,SA,Plympton,5038,-34.96082,138.55459
South Australia,SA,Richmond (SA),5033,-34.93848,138.5619
South Australia,SA,Thebarton,5031,-34.9153,138.57167
South Australia,SA,Torrensville,5031,-34.9204,138.56085
South Australia,SA,Underdale,5032,-34.91926,138.54865
South Australia,SA,West Beach (SA),5024,-34.94669,138.50788
South Australia,SA,West Richmond,5033,-34.93944,138.55009
South Australia,SA,Mullaquana,5601,-33.05805,137.53237
South Australia,SA,Murninnie Beach,5601,-33.06932,137.53797
South Australia,SA,Point Lowly,5601,-32.99408,137.78135
South Australia,SA,Port Bonython,5601,-32.96611,137.73811
South Australia,SA,Whyalla,5600,-33.03783,137.57663
South Australia,SA,Whyalla Jenkins,5609,-33.02863,137.51034
South Australia,SA,Whyalla Norrie,5608,-33.02683,137.54112
South Australia,SA,Whyalla Playford,5600,-33.02899,137.56169
South Australia,SA,Whyalla Stuart,5608,-33.03095,137.51665
South Australia,SA,Karcultaby,5654,-32.92898,134.8992
South Australia,SA,Koongawa,5650,-33.19338,135.86268
South Australia,SA,Kyancutta,5651,-33.13465,135.6355
South Australia,SA,Minnipa,5654,-32.80594,135.14161
South Australia,SA,Mount Damper,5654,-33.12502,135.05211
South Australia,SA,Pygery,5652,-32.93187,135.39451
South Australia,SA,Warramboo,5650,-33.24381,135.60111
South Australia,SA,Wudinna,5652,-33.05311,135.46121
South Australia,SA,Yaninee,5653,-32.91046,135.26197
South Australia,SA,Back Valley,5211,-35.5416,138.51127
South Australia,SA,Bald Hills (SA),5203,-35.48936,138.39798
South Australia,SA,Cape Jervis,5204,-35.59547,138.13345
South Australia,SA,Carrickalinga,5204,-35.42459,138.3471
South Australia,SA,Deep Creek (SA),5204,-35.66327,138.21016
South Australia,SA,Delamere (SA),5204,-35.57517,138.21586
South Australia,SA,Hay Flat,5204,-35.50375,138.31869
South Australia,SA,Inman Valley,5211,-35.47878,138.47586
South Australia,SA,Mount Compass,5210,-35.36227,138.59448
South Australia,SA,Myponga,5202,-35.40283,138.47689
South Australia,SA,Myponga Beach,5202,-35.38274,138.38543
South Australia,SA,Normanville (SA),5204,-35.46526,138.30408
South Australia,SA,Parawa,5203,-35.55987,138.33844
South Australia,SA,Rapid Bay,5204,-35.53423,138.17999
South Australia,SA,Second Valley,5204,-35.543,138.24472
South Australia,SA,Sellicks Hill,5174,-35.33089,138.47472
South Australia,SA,Silverton (SA),5204,-35.61258,138.16563
South Australia,SA,Torrens Vale,5203,-35.52245,138.38756
South Australia,SA,Tunkalilla,5203,-35.61466,138.34056
South Australia,SA,Waitpinga,5211,-35.59699,138.49256
South Australia,SA,Wattle Flat (SA),5203,-35.43275,138.39471
South Australia,SA,Willow Creek,5211,-35.56569,138.42263
South Australia,SA,Wirrina Cove,5204,-35.49891,138.25539
South Australia,SA,Yankalilla,5203,-35.47013,138.35538
South Australia,SA,Agery,5558,-34.14432,137.69829
South Australia,SA,Ardrossan,5571,-34.43828,137.90808
South Australia,SA,Arthurton,5572,-34.23158,137.77668
South Australia,SA,Balgowan (SA),5573,-34.31819,137.51808
South Australia,SA,Black Point,5571,-34.6067,137.88275
South Australia,SA,Bluff Beach,5575,-34.72906,137.49871
South Australia,SA,Brentwood (SA),5575,-34.86627,137.51445
South Australia,SA,Clinton (SA),5570,-34.21282,138.00158
South Australia,SA,Clinton Centre,5570,-34.22731,137.92048
South Australia,SA,Coobowie,5583,-35.04199,137.72597
South Australia,SA,Corny Point,5575,-34.95187,137.04249
South Australia,SA,Cunningham (SA),5571,-34.43555,137.82167
South Australia,SA,Curramulka,5580,-34.6674,137.75615
South Australia,SA,Dowlingville,5571,-34.3473,137.93071
South Australia,SA,Edithburgh,5583,-35.09975,137.72357
South Australia,SA,Foul Bay,5577,-35.15381,137.25383
South Australia,SA,Hardwicke Bay,5575,-34.90023,137.46598
South Australia,SA,Honiton,5576,-35.11006,137.63349
South Australia,SA,James Well,5571,-34.48629,137.89355
South Australia,SA,Kainton,5552,-34.14652,137.96862
South Australia,SA,Koolywurtie,5575,-34.67456,137.58823
South Australia,SA,Maitland (SA),5573,-34.35284,137.68818
South Australia,SA,Marion Bay (SA),5575,-35.17208,137.03704
South Australia,SA,Minlaton,5575,-34.80598,137.5576
South Australia,SA,Nalyappa,5558,-34.16543,137.5409
South Australia,SA,Petersville,5571,-34.35447,137.84399
South Australia,SA,Pine Point,5571,-34.57913,137.86141
South Australia,SA,Point Pearce,5573,-34.46246,137.43638
South Australia,SA,Point Souttar,5577,-34.93143,137.26859
South Australia,SA,Point Turton,5575,-34.94551,137.34936
South Australia,SA,Port Arthur (SA),5552,-34.11775,138.081
South Australia,SA,Port Julia,5580,-34.65246,137.87134
South Australia,SA,Port Moorowie,5576,-35.102,137.52729
South Australia,SA,Port Rickaby,5575,-34.66806,137.50707
South Australia,SA,Port Victoria,5573,-34.51221,137.51581
South Australia,SA,Port Vincent,5581,-34.7794,137.82423
South Australia,SA,Price,5570,-34.31499,137.98719
South Australia,SA,Ramsay (SA),5575,-34.82308,137.73558
South Australia,SA,Rogues Point,5571,-34.497,137.89525
South Australia,SA,Sandilands (SA),5571,-34.5326,137.79678
South Australia,SA,Sheaoak Flat,5581,-34.69419,137.86475
South Australia,SA,South Kilkerran,5573,-34.44168,137.58736
South Australia,SA,Stansbury,5582,-34.88845,137.75777
South Australia,SA,Sultana Point,5583,-35.10893,137.75148
South Australia,SA,Sunnyvale,5552,-34.14667,137.82616
South Australia,SA,The Pines (SA),5577,-34.93556,137.17069
South Australia,SA,Tiddy Widdy Beach,5571,-34.40138,137.94013
South Australia,SA,Urania,5573,-34.51893,137.62038
South Australia,SA,Warooka,5577,-35.01665,137.32741
South Australia,SA,Wauraltee,5573,-34.58947,137.59733
South Australia,SA,Weetulta,5573,-34.23152,137.62555
South Australia,SA,White Hut,5575,-35.04076,137.02609
South Australia,SA,Winulta,5570,-34.27111,137.894
South Australia,SA,Wool Bay,5575,-34.97682,137.73596
South Australia,SA,Yorke Valley,5573,-34.44575,137.68893
South Australia,SA,Yorketown,5576,-34.99328,137.6089
South Australia,SA,Andamooka,5722,-30.4537,137.16503
South Australia,SA,Andamooka Station,5719,-30.75666,136.41539
South Australia,SA,Arcoona,5720,-31.24743,137.16393
South Australia,SA,Arkaroola Village,5732,-30.15856,139.63703
South Australia,SA,Beltana,5730,-30.81024,138.42292
South Australia,SA,Blinman,5730,-31.11078,138.7639
South Australia,SA,Bollards Lagoon,5731,-28.99184,139.83498
South Australia,SA,Bon Bon,5719,-30.57858,135.97124
South Australia,SA,Clifton Hills Station,5733,-27.11204,139.05657
South Australia,SA,Cockburn,5440,-32.07466,140.99227
South Australia,SA,Copley (SA),5732,-30.56242,138.426
South Australia,SA,Corunna Station,5715,-32.30603,136.90937
South Australia,SA,Faraway Hill,5417,-33.18047,140.26334
South Australia,SA,Farina,5733,-30.17961,138.16188
South Australia,SA,Flinders Ranges,5434,-31.39767,138.62931
South Australia,SA,Florina Station,5440,-32.16585,140.07032
South Australia,SA,Fowlers Bay,5690,-31.83266,132.08215
South Australia,SA,Gammon Ranges,5732,-30.75771,139.34895
South Australia,SA,Garden Island (SA),5960,-34.80675,138.53419
South Australia,SA,Gerard,5343,-34.36748,140.49319
South Australia,SA,Gidgealpa,5731,-27.2285,140.07949
South Australia,SA,Ingomar,5723,-29.74798,134.10271
South Australia,SA,Innamincka,5731,-27.74493,140.74391
South Australia,SA,Iron Knob,5601,-32.74179,137.15377
South Australia,SA,Kalamurina,5734,-27.03328,137.46001
South Australia,SA,Kingoonya,5719,-30.91719,135.31553
South Australia,SA,Kokatha,5717,-31.57088,135.59267
South Australia,SA,Lake Everard,5717,-31.54455,134.98966
South Australia,SA,Leigh Creek (SA),5731,-30.59392,138.3809
South Australia,SA,Lincoln Gap,5715,-32.51941,137.4451
South Australia,SA,Lincoln National Park,5607,-34.95923,135.99797
South Australia,SA,Lyndhurst (SA),5733,-30.2883,138.34992
